"obshtkod","obshtina","godina","nastrw"
"BGS06","Средец",2003,16924
"BGS06","Средец",2004,17014
"BGS06","Средец",2005,16971
"BGS06","Средец",2006,16745
"BGS06","Средец",2007,16514
"BGS06","Средец",2008,16341
"BGS06","Средец",2009,16261
"BGS06","Средец",2010,15975
"BGS06","Средец",2011,14820
"BGS06","Средец",2012,14959
"BGS06","Средец",2013,14867
"BGS06","Средец",2014,14812
"BGS06","Средец",2015,14969
"BGS06","Средец",2016,14842
"BGS06","Средец",2017,14727
"BGS06","Средец",2018,14495
"BGS23","Сунгурларе",2000,15523
"BGS23","Сунгурларе",2001,15252
"BGS23","Сунгурларе",2002,14915
"BGS23","Сунгурларе",2003,14746
"BGS23","Сунгурларе",2004,14535
"BGS23","Сунгурларе",2005,14348
"BGS23","Сунгурларе",2006,13946
"BGS23","Сунгурларе",2007,13578
"BGS23","Сунгурларе",2008,13295
"BGS23","Сунгурларе",2009,13079
"BGS23","Сунгурларе",2010,12685
"BGS23","Сунгурларе",2011,12390
"BGS23","Сунгурларе",2012,12229
"BGS23","Сунгурларе",2013,12123
"BGS23","Сунгурларе",2014,12021
"BGS23","Сунгурларе",2015,11925
"BGS23","Сунгурларе",2016,11759
"BGS23","Сунгурларе",2017,11620
"BGS23","Сунгурларе",2018,11519
"BGS13","Царево",2000,9095
"BGS13","Царево",2001,9440
"BGS13","Царево",2002,9328
"BGS13","Царево",2003,9360
"BGS13","Царево",2004,9370
"BGS13","Царево",2005,9359
"BGS13","Царево",2006,9216
"BGS13","Царево",2007,9272
"BGS13","Царево",2008,9217
"BGS13","Царево",2009,9413
"BGS13","Царево",2010,9411
"BGS13","Царево",2011,9311
"BGS13","Царево",2012,9415
"BGS13","Царево",2013,9453
"BGS13","Царево",2014,9434
"BGS13","Царево",2015,9377
"BGS13","Царево",2016,9335
"BGS13","Царево",2017,9192
"BGS13","Царево",2018,9014
"SLV11","Котел",2000,23098
"SLV11","Котел",2001,21492
"SLV11","Котел",2002,21550
"SLV11","Котел",2003,21431
"SLV11","Котел",2004,21496
"SLV11","Котел",2005,21320
"SLV11","Котел",2006,21195
"SLV11","Котел",2007,20881
"SLV11","Котел",2008,20681
"SLV11","Котел",2009,20338
"SLV11","Котел",2010,19877
"SLV11","Котел",2011,19316
"SLV11","Котел",2012,19231
"SLV11","Котел",2013,19003
"SLV11","Котел",2014,18813
"SLV11","Котел",2015,18562
"SLV11","Котел",2016,18405
"SLV11","Котел",2017,18290
"SLV11","Котел",2018,18161
"SLV16","Нова Загора",2000,47351
"SLV16","Нова Загора",2001,45169
"SLV16","Нова Загора",2002,44787
"SLV16","Нова Загора",2003,44343
"SLV16","Нова Загора",2004,43888
"SLV16","Нова Загора",2005,43442
"SLV16","Нова Загора",2006,43141
"SLV16","Нова Загора",2007,42830
"SLV16","Нова Загора",2008,42319
"SLV16","Нова Загора",2009,41959
"SLV16","Нова Загора",2010,41199
"SLV16","Нова Загора",2011,38917
"SLV16","Нова Загора",2012,38509
"SLV16","Нова Загора",2013,38142
"SLV16","Нова Загора",2014,37845
"SLV16","Нова Загора",2015,37602
"SLV16","Нова Загора",2016,37133
"SLV16","Нова Загора",2017,36562
"SLV16","Нова Загора",2018,35949
"SLV20","Сливен",2000,141445
"SLV20","Сливен",2001,135701
"SLV20","Сливен",2002,134323
"SLV20","Сливен",2003,132676
"SLV20","Сливен",2004,130884
"SLV20","Сливен",2005,130280
"SLV20","Сливен",2006,130226
"SLV20","Сливен",2007,129511
"SLV20","Сливен",2008,129144
"SLV20","Сливен",2009,128249
"SLV20","Сливен",2010,126716
"SLV20","Сливен",2011,124696
"SLV20","Сливен",2012,123891
"SLV20","Сливен",2013,123122
"SLV20","Сливен",2014,122331
"SLV20","Сливен",2015,121405
"SLV20","Сливен",2016,120635
"SLV20","Сливен",2017,120081
"SLV20","Сливен",2018,118972
"SLV24","Твърдица",2000,16717
"SLV24","Твърдица",2001,14864
"SLV24","Твърдица",2002,14783
"SLV24","Твърдица",2003,14744
"SLV24","Твърдица",2004,14737
"SLV24","Твърдица",2005,14652
"SLV24","Твърдица",2006,14607
"SLV24","Твърдица",2007,14564
"SLV24","Твърдица",2008,14422
"SLV24","Твърдица",2009,14341
"SLV24","Твърдица",2010,14180
"SLV24","Твърдица",2011,13783
"SLV24","Твърдица",2012,13714
"SLV24","Твърдица",2013,13658
"SLV24","Твърдица",2014,13655
"SLV24","Твърдица",2015,13616
"SLV24","Твърдица",2016,13615
"SLV24","Твърдица",2017,13500
"SLV24","Твърдица",2018,13413
"SZR04","Братя Даскалови",2000,11052
"SZR04","Братя Даскалови",2001,10753
"SZR04","Братя Даскалови",2002,10809
"SZR04","Братя Даскалови",2003,10872
"SZR04","Братя Даскалови",2004,10682
"SZR04","Братя Даскалови",2005,10610
"SZR04","Братя Даскалови",2006,10446
"SZR04","Братя Даскалови",2007,10289
"SZR04","Братя Даскалови",2008,9923
"SZR04","Братя Даскалови",2009,9724
"SZR04","Братя Даскалови",2010,9625
"SZR04","Братя Даскалови",2011,8546
"SZR04","Братя Даскалови",2012,8385
"SZR04","Братя Даскалови",2013,8304
"SZR04","Братя Даскалови",2014,8232
"SZR04","Братя Даскалови",2015,8403
"SZR04","Братя Даскалови",2016,8261
"SZR04","Братя Даскалови",2017,8078
"SZR04","Братя Даскалови",2018,7852
"SZR37","Гурково",2000,5864
"SZR37","Гурково",2001,5643
"SZR37","Гурково",2002,5530
"SZR37","Гурково",2003,5462
"SZR37","Гурково",2004,5391
"SZR37","Гурково",2005,5325
"SZR37","Гурково",2006,5346
"SZR37","Гурково",2007,5312
"SZR37","Гурково",2008,5279
"SZR37","Гурково",2009,5273
"SZR37","Гурково",2010,5234
"SZR37","Гурково",2011,5115
"SZR37","Гурково",2012,5095
"SZR37","Гурково",2013,5050
"SZR37","Гурково",2014,5008
"SZR37","Гурково",2015,4988
"SZR37","Гурково",2016,5003
"SZR37","Гурково",2017,5002
"SZR37","Гурково",2018,4987
"SZR07","Гълъбово",2000,16936
"SZR07","Гълъбово",2001,16034
"SZR07","Гълъбово",2002,15850
"SZR07","Гълъбово",2003,15580
"SZR07","Гълъбово",2004,15270
"SZR07","Гълъбово",2005,15010
"SZR07","Гълъбово",2006,14780
"SZR07","Гълъбово",2007,14648
"SZR07","Гълъбово",2008,14416
"SZR07","Гълъбово",2009,14269
"SZR07","Гълъбово",2010,14086
"SZR07","Гълъбово",2011,13238
"SZR07","Гълъбово",2012,13043
"SZR07","Гълъбово",2013,12837
"SZR07","Гълъбово",2014,12668
"SZR07","Гълъбово",2015,12414
"SZR07","Гълъбово",2016,12109
"SZR07","Гълъбово",2017,11844
"SZR07","Гълъбово",2018,11640
"SZR12","Казанлък",2000,84274
"SZR12","Казанлък",2001,81179
"SZR12","Казанлък",2002,81120
"SZR12","Казанлък",2003,80393
"SZR12","Казанлък",2004,79871
"SZR12","Казанлък",2005,79464
"SZR12","Казанлък",2006,78938
"SZR12","Казанлък",2007,77777
"SZR12","Казанлък",2008,77135
"SZR12","Казанлък",2009,76447
"SZR12","Казанлък",2010,75509
"SZR12","Казанлък",2011,72068
"SZR12","Казанлък",2012,71587
"SZR12","Казанлък",2013,71043
"SZR12","Казанлък",2014,70422
"SZR12","Казанлък",2015,69668
"SZR12","Казанлък",2016,69086
"SZR12","Казанлък",2017,68555
"SZR12","Казанлък",2018,68206
"SZR22","Мъглиж",2000,13387
"SZR22","Мъглиж",2001,12818
"SZR22","Мъглиж",2002,12766
"SZR22","Мъглиж",2003,12826
"SZR22","Мъглиж",2004,12773
"SZR22","Мъглиж",2005,12665
"SZR22","Мъглиж",2006,12618
"SZR22","Мъглиж",2007,12508
"SZR22","Мъглиж",2008,12431
"SZR22","Мъглиж",2009,12267
"SZR22","Мъглиж",2010,12033
"SZR22","Мъглиж",2011,10159
"SZR22","Мъглиж",2012,10076
"SZR22","Мъглиж",2013,10000
"SZR22","Мъглиж",2014,9916
"SZR22","Мъглиж",2015,9972
"SZR22","Мъглиж",2016,9845
"SZR22","Мъглиж",2017,9785
"SZR22","Мъглиж",2018,9615
"SZR38","Николаево",2000,5088
"SZR38","Николаево",2001,4863
"SZR38","Николаево",2002,4803
"SZR38","Николаево",2003,4775
"SZR38","Николаево",2004,4835
"SZR38","Николаево",2005,4867
"SZR38","Николаево",2006,4885
"SZR38","Николаево",2007,4857
"SZR38","Николаево",2008,4826
"SZR38","Николаево",2009,4840
"SZR38","Николаево",2010,4822
"SZR38","Николаево",2011,4375
"SZR38","Николаево",2012,4395
"SZR38","Николаево",2013,4452
"SZR38","Николаево",2014,4449
"SZR38","Николаево",2015,4488
"SZR38","Николаево",2016,4478
"SZR38","Николаево",2017,4493
"SZR38","Николаево",2018,4471
"SZR23","Опан",2000,4227
"SZR23","Опан",2001,3994
"SZR23","Опан",2002,3885
"SZR23","Опан",2003,3988
"SZR23","Опан",2004,3859
"SZR23","Опан",2005,3779
"SZR23","Опан",2006,3671
"SZR23","Опан",2007,3665
"SZR23","Опан",2008,3545
"SZR23","Опан",2009,3501
"SZR23","Опан",2010,3497
"SZR23","Опан",2011,2894
"SZR23","Опан",2012,2787
"SZR23","Опан",2013,2731
"SZR23","Опан",2014,2703
"SZR23","Опан",2015,2672
"SZR23","Опан",2016,2621
"SZR23","Опан",2017,2539
"SZR23","Опан",2018,2469
"SZR24","Павел баня",2000,16209
"SZR24","Павел баня",2001,15665
"SZR24","Павел баня",2002,15321
"SZR24","Павел баня",2003,15279
"SZR24","Павел баня",2004,15150
"SZR24","Павел баня",2005,15039
"SZR24","Павел баня",2006,14931
"SZR24","Павел баня",2007,14888
"SZR24","Павел баня",2008,14793
"SZR24","Павел баня",2009,14703
"SZR24","Павел баня",2010,14531
"SZR24","Павел баня",2011,14099
"SZR24","Павел баня",2012,14001
"SZR24","Павел баня",2013,13873
"SZR24","Павел баня",2014,13713
"SZR24","Павел баня",2015,13601
"SZR24","Павел баня",2016,13415
"SZR24","Павел баня",2017,13359
"SZR24","Павел баня",2018,13171
"SZR27","Раднево",2000,25158
"SZR27","Раднево",2001,24117
"SZR27","Раднево",2002,23788
"SZR27","Раднево",2003,23836
"SZR27","Раднево",2004,23433
"SZR27","Раднево",2005,22988
"SZR27","Раднево",2006,22711
"SZR27","Раднево",2007,22601
"SZR27","Раднево",2008,22294
"SZR27","Раднево",2009,21959
"SZR27","Раднево",2010,21572
"SZR27","Раднево",2011,20003
"SZR27","Раднево",2012,19750
"SZR27","Раднево",2013,19492
"SZR27","Раднево",2014,19099
"SZR27","Раднево",2015,18833
"SZR27","Раднево",2016,18475
"SZR27","Раднево",2017,18206
"SZR27","Раднево",2018,17877
"SZR31","Стара Загора",2000,173717
"SZR31","Стара Загора",2001,167877
"SZR31","Стара Загора",2002,167357
"SZR31","Стара Загора",2003,165821
"SZR31","Стара Загора",2004,165853
"SZR31","Стара Загора",2005,165729
"SZR31","Стара Загора",2006,165618
"SZR31","Стара Загора",2007,164970
"SZR31","Стара Загора",2008,165023
"SZR31","Стара Загора",2009,164472
"SZR31","Стара Загора",2010,163420
"SZR31","Стара Загора",2011,159219
"SZR31","Стара Загора",2012,159516
"SZR31","Стара Загора",2013,159662
"SZR31","Стара Загора",2014,159346
"SZR31","Стара Загора",2015,158563
"SZR31","Стара Загора",2016,158262
"SZR31","Стара Загора",2017,157586
"SZR31","Стара Загора",2018,156568
"SZR36","Чирпан",2000,27065
"SZR36","Чирпан",2001,25828
"SZR36","Чирпан",2002,25407
"SZR36","Чирпан",2003,25219
"SZR36","Чирпан",2004,24973
"SZR36","Чирпан",2005,24727
"SZR36","Чирпан",2006,24398
"SZR36","Чирпан",2007,24111
"SZR36","Чирпан",2008,23829
"SZR36","Чирпан",2009,23470
"SZR36","Чирпан",2010,23083
"SZR36","Чирпан",2011,21419
"SZR36","Чирпан",2012,21197
"SZR36","Чирпан",2013,20660
"SZR36","Чирпан",2014,20407
"SZR36","Чирпан",2015,20083
"SZR36","Чирпан",2016,19822
"SZR36","Чирпан",2017,19620
"SZR36","Чирпан",2018,19500
"JAM03","Болярово",2000,6402
"JAM03","Болярово",2001,5464
"JAM03","Болярово",2002,5334
"JAM03","Болярово",2003,5192
"JAM03","Болярово",2004,5016
"JAM03","Болярово",2005,4856
"JAM03","Болярово",2006,4735
"JAM03","Болярово",2007,4616
"JAM03","Болярово",2008,4463
"JAM03","Болярово",2009,4415
"JAM03","Болярово",2010,4438
"JAM03","Болярово",2011,4068
"JAM03","Болярово",2012,4008
"JAM03","Болярово",2013,3938
"JAM03","Болярово",2014,3845
"JAM03","Болярово",2015,3764
"JAM03","Болярово",2016,3709
"JAM03","Болярово",2017,3615
"JAM03","Болярово",2018,3562
"JAM07","Елхово",2000,22480
"JAM07","Елхово",2001,20021
"JAM07","Елхово",2002,19543
"JAM07","Елхово",2003,19128
"JAM07","Елхово",2004,18753
"JAM07","Елхово",2005,18303
"JAM07","Елхово",2006,17922
"JAM07","Елхово",2007,17488
"JAM07","Елхово",2008,17169
"JAM07","Елхово",2009,16757
"JAM07","Елхово",2010,16332
"JAM07","Елхово",2011,16016
"JAM07","Елхово",2012,15780
"JAM07","Елхово",2013,15523
"JAM07","Елхово",2014,15293
"JAM07","Елхово",2015,14956
"JAM07","Елхово",2016,14724
"JAM07","Елхово",2017,14384
"JAM07","Елхово",2018,14234
"JAM22","Стралджа",2000,16740
"JAM22","Стралджа",2001,15553
"JAM22","Стралджа",2002,15176
"JAM22","Стралджа",2003,14932
"JAM22","Стралджа",2004,14712
"JAM22","Стралджа",2005,14538
"JAM22","Стралджа",2006,14301
"JAM22","Стралджа",2007,14087
"JAM22","Стралджа",2008,13887
"JAM22","Стралджа",2009,13655
"JAM22","Стралджа",2010,13394
"JAM22","Стралджа",2011,12701
"JAM22","Стралджа",2012,12550
"JAM22","Стралджа",2013,12426
"JAM22","Стралджа",2014,12280
"JAM22","Стралджа",2015,12152
"JAM22","Стралджа",2016,12014
"JAM22","Стралджа",2017,11794
"JAM22","Стралджа",2018,11592
"JAM25","Тунджа",2000,32782
"JAM25","Тунджа",2001,30813
"JAM25","Тунджа",2002,30278
"JAM25","Тунджа",2003,29967
"JAM25","Тунджа",2004,29760
"JAM25","Тунджа",2005,29083
"JAM25","Тунджа",2006,28448
"JAM25","Тунджа",2007,27982
"JAM25","Тунджа",2008,27244
"JAM25","Тунджа",2009,26428
"JAM25","Тунджа",2010,25906
"JAM25","Тунджа",2011,24003
"JAM25","Тунджа",2012,23534
"JAM25","Тунджа",2013,23130
"JAM25","Тунджа",2014,22745
"JAM25","Тунджа",2015,22725
"JAM25","Тунджа",2016,22287
"JAM25","Тунджа",2017,21831
"JAM25","Тунджа",2018,21435
"JAM26","Ямбол",2000,88011
"JAM26","Ямбол",2001,82364
"JAM26","Ямбол",2002,81462
"JAM26","Ямбол",2003,80315
"JAM26","Ямбол",2004,79665
"JAM26","Ямбол",2005,79314
"JAM26","Ямбол",2006,79119
"JAM26","Ямбол",2007,78302
"JAM26","Ямбол",2008,77906
"JAM26","Ямбол",2009,77174
"JAM26","Ямбол",2010,75742
"JAM26","Ямбол",2011,73268
"JAM26","Ямбол",2012,72778
"JAM26","Ямбол",2013,72159
"JAM26","Ямбол",2014,71561
"JAM26","Ямбол",2015,70224
"JAM26","Ямбол",2016,69542
"JAM26","Ямбол",2017,68846
"JAM26","Ямбол",2018,68074
"BLG01","Банско",2000,13471
"BLG01","Банско",2001,13837
"BLG01","Банско",2002,13542
"BLG01","Банско",2003,13394
"BLG01","Банско",2004,13255
"BLG01","Банско",2005,13114
"BLG01","Банско",2006,12895
"BLG01","Банско",2007,12970
"BLG01","Банско",2008,12794
"BLG01","Банско",2009,12731
"BLG01","Банско",2010,12556
"BLG01","Банско",2011,13014
"BLG01","Банско",2012,12912
"BLG01","Банско",2013,12854
"BLG01","Банско",2014,12784
"BLG01","Банско",2015,12821
"BLG01","Банско",2016,12774
"BLG01","Банско",2017,12868
"BLG01","Банско",2018,12827
"BLG02","Белица",2000,9748
"BLG02","Белица",2001,9604
"BLG02","Белица",2002,9558
"BLG02","Белица",2003,9539
"BLG02","Белица",2004,9543
"BLG02","Белица",2005,9518
"BLG02","Белица",2006,9487
"BLG02","Белица",2007,9488
"BLG02","Белица",2008,9497
"BLG02","Белица",2009,9541
"BLG02","Белица",2010,9493
"BLG02","Белица",2011,9911
"BLG02","Белица",2012,9834
"BLG02","Белица",2013,9762
"BLG02","Белица",2014,9706
"BLG02","Белица",2015,9617
"BLG02","Белица",2016,9541
"BLG02","Белица",2017,9426
"BLG02","Белица",2018,9316
"BLG03","Благоевград",2000,79312
"BLG03","Благоевград",2001,78343
"BLG03","Благоевград",2002,77713
"BLG03","Благоевград",2003,77346
"BLG03","Благоевград",2004,77422
"BLG03","Благоевград",2005,77462
"BLG03","Благоевград",2006,76257
"BLG03","Благоевград",2007,76090
"BLG03","Благоевград",2008,76394
"BLG03","Благоевград",2009,76605
"BLG03","Благоевград",2010,76812
"BLG03","Благоевград",2011,77169
"BLG03","Благоевград",2012,76992
"BLG03","Благоевград",2013,76910
"BLG03","Благоевград",2014,76571
"BLG03","Благоевград",2015,75996
"BLG03","Благоевград",2016,75862
"BLG03","Благоевград",2017,75583
"BLG03","Благоевград",2018,75329
"BLG11","Гоце Делчев",2000,32745
"BLG11","Гоце Делчев",2001,32480
"BLG11","Гоце Делчев",2002,32309
"BLG11","Гоце Делчев",2003,32136
"BLG11","Гоце Делчев",2004,32130
"BLG11","Гоце Делчев",2005,32022
"BLG11","Гоце Делчев",2006,31808
"BLG11","Гоце Делчев",2007,31716
"BLG11","Гоце Делчев",2008,31745
"BLG11","Гоце Делчев",2009,31656
"BLG11","Гоце Делчев",2010,31453
"BLG11","Гоце Делчев",2011,31050
"BLG11","Гоце Делчев",2012,30922
"BLG11","Гоце Делчев",2013,30768
"BLG11","Гоце Делчев",2014,30587
"BLG11","Гоце Делчев",2015,30306
"BLG11","Гоце Делчев",2016,30197
"BLG11","Гоце Делчев",2017,30022
"BLG11","Гоце Делчев",2018,29859
"BLG13","Гърмен",2000,14620
"BLG13","Гърмен",2001,14851
"BLG13","Гърмен",2002,14709
"BLG13","Гърмен",2003,14705
"BLG13","Гърмен",2004,14670
"BLG13","Гърмен",2005,14593
"BLG13","Гърмен",2006,14464
"BLG13","Гърмен",2007,14488
"BLG13","Гърмен",2008,14477
"BLG13","Гърмен",2009,14504
"BLG13","Гърмен",2010,14468
"BLG13","Гърмен",2011,14908
"BLG13","Гърмен",2012,14904
"BLG13","Гърмен",2013,14853
"BLG13","Гърмен",2014,14846
"BLG13","Гърмен",2015,14936
"BLG13","Гърмен",2016,14847
"BLG13","Гърмен",2017,14861
"BLG13","Гърмен",2018,14793
"BLG28","Кресна",2000,6432
"BLG28","Кресна",2001,6105
"BLG28","Кресна",2002,6006
"BLG28","Кресна",2003,5948
"BLG28","Кресна",2004,5918
"BLG28","Кресна",2005,5852
"BLG28","Кресна",2006,5774
"BLG28","Кресна",2007,5743
"BLG28","Кресна",2008,5698
"BLG28","Кресна",2009,5607
"BLG28","Кресна",2010,5487
"BLG28","Кресна",2011,5711
"BLG28","Кресна",2012,5601
"BLG28","Кресна",2013,5540
"BLG28","Кресна",2014,5421
"BLG28","Кресна",2015,5555
"BLG28","Кресна",2016,5389
"BLG28","Кресна",2017,5279
"BLG28","Кресна",2018,5143
"BLG33","Петрич",2000,57490
"BLG33","Петрич",2001,57553
"BLG33","Петрич",2002,57489
"BLG33","Петрич",2003,57450
"BLG33","Петрич",2004,57307
"BLG33","Петрич",2005,57102
"BLG33","Петрич",2006,56561
"BLG33","Петрич",2007,56328
"BLG33","Петрич",2008,56128
"BLG33","Петрич",2009,55877
"BLG33","Петрич",2010,55408
"BLG33","Петрич",2011,53620
"BLG33","Петрич",2012,53433
"BLG33","Петрич",2013,53008
"BLG33","Петрич",2014,52328
"BLG33","Петрич",2015,51517
"BLG33","Петрич",2016,50890
"BLG33","Петрич",2017,50110
"BLG33","Петрич",2018,49530
"BLG37","Разлог",2000,22218
"BLG37","Разлог",2001,21866
"BLG37","Разлог",2002,21783
"BLG37","Разлог",2003,21652
"BLG37","Разлог",2004,21646
"BLG37","Разлог",2005,21591
"BLG37","Разлог",2006,21478
"BLG37","Разлог",2007,21493
"BLG37","Разлог",2008,21456
"BLG37","Разлог",2009,21371
"BLG37","Разлог",2010,21233
"BLG37","Разлог",2011,20535
"BLG37","Разлог",2012,20363
"BLG37","Разлог",2013,20222
"BLG37","Разлог",2014,20065
"BLG37","Разлог",2015,19846
"BLG37","Разлог",2016,19697
"BLG37","Разлог",2017,19627
"BLG37","Разлог",2018,19294
"BLG40","Сандански",2000,43442
"BLG40","Сандански",2001,42853
"BLG40","Сандански",2002,42487
"BLG40","Сандански",2003,42475
"BLG40","Сандански",2004,42520
"BLG40","Сандански",2005,42299
"BLG40","Сандански",2006,41953
"BLG40","Сандански",2007,41890
"BLG40","Сандански",2008,41816
"BLG40","Сандански",2009,41582
"BLG40","Сандански",2010,41167
"BLG40","Сандански",2011,40220
"BLG40","Сандански",2012,39922
"BLG40","Сандански",2013,39509
"BLG40","Сандански",2014,39099
"BLG40","Сандански",2015,38609
"BLG40","Сандански",2016,38153
"BLG40","Сандански",2017,37763
"BLG40","Сандански",2018,37400
"BLG42","Сатовча",2000,18265
"BLG42","Сатовча",2001,17770
"BLG42","Сатовча",2002,17635
"BLG42","Сатовча",2003,17576
"BLG42","Сатовча",2004,17501
"BLG42","Сатовча",2005,17428
"BLG42","Сатовча",2006,17318
"BLG42","Сатовча",2007,17269
"BLG42","Сатовча",2008,17264
"BLG42","Сатовча",2009,17152
"BLG42","Сатовча",2010,17009
"BLG42","Сатовча",2011,15290
"BLG42","Сатовча",2012,15138
"BLG42","Сатовча",2013,14970
"BLG42","Сатовча",2014,14829
"BLG42","Сатовча",2015,14681
"BLG42","Сатовча",2016,14498
"BLG42","Сатовча",2017,14353
"BLG42","Сатовча",2018,14263
"BLG44","Симитли",2000,16353
"BLG44","Симитли",2001,15919
"BLG44","Симитли",2002,15606
"BLG44","Симитли",2003,15531
"BLG44","Симитли",2004,15346
"BLG44","Симитли",2005,15238
"BLG44","Симитли",2006,15097
"BLG44","Симитли",2007,15100
"BLG44","Симитли",2008,14964
"BLG44","Симитли",2009,14887
"BLG44","Симитли",2010,14712
"BLG44","Симитли",2011,14242
"BLG44","Симитли",2012,14120
"BLG44","Симитли",2013,13965
"BLG44","Симитли",2014,13909
"BLG44","Симитли",2015,13797
"BLG44","Симитли",2016,13642
"BLG44","Симитли",2017,13515
"BLG44","Симитли",2018,13249
"BLG49","Струмяни",2000,7038
"BLG49","Струмяни",2001,6729
"BLG49","Струмяни",2002,6633
"BLG49","Струмяни",2003,6564
"BLG49","Струмяни",2004,6458
"BLG49","Струмяни",2005,6327
"BLG49","Струмяни",2006,6186
"BLG49","Струмяни",2007,6082
"BLG49","Струмяни",2008,5980
"BLG49","Струмяни",2009,5903
"BLG49","Струмяни",2010,5787
"BLG49","Струмяни",2011,5693
"BLG49","Струмяни",2012,5605
"BLG49","Струмяни",2013,5514
"BLG49","Струмяни",2014,5433
"BLG49","Струмяни",2015,5425
"BLG49","Струмяни",2016,5316
"BLG49","Струмяни",2017,5151
"BLG49","Струмяни",2018,5053
"BLG52","Хаджидимово",2000,11870
"BLG52","Хаджидимово",2001,10830
"BLG52","Хаджидимово",2002,10609
"BLG52","Хаджидимово",2003,10551
"BLG52","Хаджидимово",2004,10495
"BLG52","Хаджидимово",2005,10415
"BLG52","Хаджидимово",2006,10315
"BLG52","Хаджидимово",2007,10270
"BLG52","Хаджидимово",2008,10216
"BLG52","Хаджидимово",2009,10119
"BLG52","Хаджидимово",2010,9978
"BLG52","Хаджидимово",2011,9990
"BLG52","Хаджидимово",2012,9833
"BLG52","Хаджидимово",2013,9740
"BLG52","Хаджидимово",2014,9613
"BLG52","Хаджидимово",2015,9501
"BLG52","Хаджидимово",2016,9405
"BLG52","Хаджидимово",2017,9314
"BLG52","Хаджидимово",2018,9178
"BLG53","Якоруда",2000,10914
"BLG53","Якоруда",2001,11050
"BLG53","Якоруда",2002,10909
"BLG53","Якоруда",2003,10771
"BLG53","Якоруда",2004,10696
"BLG53","Якоруда",2005,10616
"BLG53","Якоруда",2006,10441
"BLG53","Якоруда",2007,10382
"BLG53","Якоруда",2008,10354
"BLG53","Якоруда",2009,10350
"BLG53","Якоруда",2010,10307
"BLG53","Якоруда",2011,10672
"BLG53","Якоруда",2012,10581
"BLG53","Якоруда",2013,10495
"BLG53","Якоруда",2014,10386
"BLG53","Якоруда",2015,10224
"BLG53","Якоруда",2016,10110
"BLG53","Якоруда",2017,10010
"BLG53","Якоруда",2018,9889
"KNL04","Бобов дол",2000,13300
"KNL04","Бобов дол",2001,11621
"KNL04","Бобов дол",2002,11373
"KNL04","Бобов дол",2003,11129
"KNL04","Бобов дол",2004,10874
"KNL04","Бобов дол",2005,10685
"KNL04","Бобов дол",2006,10424
"KNL04","Бобов дол",2007,10240
"KNL04","Бобов дол",2008,10048
"KNL04","Бобов дол",2009,9807
"KNL04","Бобов дол",2010,9531
"KNL04","Бобов дол",2011,8930
"KNL04","Бобов дол",2012,8763
"KNL04","Бобов дол",2013,8490
"KNL04","Бобов дол",2014,8280
"KNL04","Бобов дол",2015,8142
"KNL04","Бобов дол",2016,7952
"KNL04","Бобов дол",2017,7725
"KNL04","Бобов дол",2018,7498
"KNL05","Бобошево",2000,4031
"KNL05","Бобошево",2001,3591
"KNL05","Бобошево",2002,3510
"KNL05","Бобошево",2003,3515
"KNL05","Бобошево",2004,3505
"KNL05","Бобошево",2005,3462
"KNL05","Бобошево",2006,3381
"KNL05","Бобошево",2007,3325
"KNL05","Бобошево",2008,3236
"KNL05","Бобошево",2009,3163
"KNL05","Бобошево",2010,3103
"KNL05","Бобошево",2011,2848
"KNL05","Бобошево",2012,2744
"KNL05","Бобошево",2013,2682
"KNL05","Бобошево",2014,2721
"KNL05","Бобошево",2015,2888
"KNL05","Бобошево",2016,2802
"KNL05","Бобошево",2017,2690
"KNL05","Бобошево",2018,2597
"KNL48","Дупница",2000,53572
"KNL48","Дупница",2001,51161
"KNL48","Дупница",2002,51026
"KNL48","Дупница",2003,50250
"KNL48","Дупница",2004,49903
"KNL48","Дупница",2005,49491
"KNL48","Дупница",2006,49085
"KNL48","Дупница",2007,48463
"KNL48","Дупница",2008,48258
"KNL48","Дупница",2009,47915
"KNL48","Дупница",2010,47292
"KNL48","Дупница",2011,44547
"KNL48","Дупница",2012,44003
"KNL48","Дупница",2013,43263
"KNL48","Дупница",2014,42470
"KNL48","Дупница",2015,41551
"KNL48","Дупница",2016,40789
"KNL48","Дупница",2017,40124
"KNL48","Дупница",2018,39414
"KNL27","Кочериново",2000,6419
"KNL27","Кочериново",2001,6345
"KNL27","Кочериново",2002,6237
"KNL27","Кочериново",2003,6220
"KNL27","Кочериново",2004,6143
"KNL27","Кочериново",2005,6085
"KNL27","Кочериново",2006,6025
"KNL27","Кочериново",2007,6302
"KNL27","Кочериново",2008,6112
"KNL27","Кочериново",2009,5949
"KNL27","Кочериново",2010,5811
"KNL27","Кочериново",2011,5109
"KNL27","Кочериново",2012,4972
"KNL27","Кочериново",2013,4863
"KNL27","Кочериново",2014,4786
"KNL27","Кочериново",2015,4837
"KNL27","Кочериново",2016,4694
"KNL27","Кочериново",2017,4490
"KNL27","Кочериново",2018,4365
"KNL29","Кюстендил",2000,71988
"KNL29","Кюстендил",2001,70010
"KNL29","Кюстендил",2002,69034
"KNL29","Кюстендил",2003,67723
"KNL29","Кюстендил",2004,66705
"KNL29","Кюстендил",2005,65980
"KNL29","Кюстендил",2006,65248
"KNL29","Кюстендил",2007,64343
"KNL29","Кюстендил",2008,63714
