"obshtkod","obshtina","godina","nastrw"
"KNL29","Кюстендил",2009,62949
"KNL29","Кюстендил",2010,61944
"KNL29","Кюстендил",2011,59913
"KNL29","Кюстендил",2012,59013
"KNL29","Кюстендил",2013,57950
"KNL29","Кюстендил",2014,56911
"KNL29","Кюстендил",2015,55706
"KNL29","Кюстендил",2016,54645
"KNL29","Кюстендил",2017,53845
"KNL29","Кюстендил",2018,53273
"KNL31","Невестино",2000,4774
"KNL31","Невестино",2001,4261
"KNL31","Невестино",2002,4032
"KNL31","Невестино",2003,3919
"KNL31","Невестино",2004,3813
"KNL31","Невестино",2005,3716
"KNL31","Невестино",2006,3588
"KNL31","Невестино",2007,3533
"KNL31","Невестино",2008,3377
"KNL31","Невестино",2009,3234
"KNL31","Невестино",2010,3105
"KNL31","Невестино",2011,2720
"KNL31","Невестино",2012,2586
"KNL31","Невестино",2013,2469
"KNL31","Невестино",2014,2369
"KNL31","Невестино",2015,2288
"KNL31","Невестино",2016,2180
"KNL31","Невестино",2017,2088
"KNL31","Невестино",2018,2018
"KNL38","Рила",2000,4176
"KNL38","Рила",2001,3804
"KNL38","Рила",2002,3767
"KNL38","Рила",2003,3795
"KNL38","Рила",2004,3778
"KNL38","Рила",2005,3740
"KNL38","Рила",2006,3689
"KNL38","Рила",2007,3649
"KNL38","Рила",2008,3576
"KNL38","Рила",2009,3476
"KNL38","Рила",2010,3367
"KNL38","Рила",2011,2830
"KNL38","Рила",2012,2767
"KNL38","Рила",2013,2755
"KNL38","Рила",2014,2689
"KNL38","Рила",2015,2689
"KNL38","Рила",2016,2610
"KNL38","Рила",2017,2523
"KNL38","Рила",2018,2458
"KNL41","Сапарева баня",2000,9293
"KNL41","Сапарева баня",2001,8818
"KNL41","Сапарева баня",2002,8726
"KNL41","Сапарева баня",2003,8630
"KNL41","Сапарева баня",2004,8503
"KNL41","Сапарева баня",2005,8367
"KNL41","Сапарева баня",2006,8238
"KNL41","Сапарева баня",2007,8221
"KNL41","Сапарева баня",2008,8134
"KNL41","Сапарева баня",2009,8057
"KNL41","Сапарева баня",2010,7942
"KNL41","Сапарева баня",2011,7449
"KNL41","Сапарева баня",2012,7340
"KNL41","Сапарева баня",2013,7216
"KNL41","Сапарева баня",2014,7118
"KNL41","Сапарева баня",2015,7024
"KNL41","Сапарева баня",2016,6924
"KNL41","Сапарева баня",2017,6816
"KNL41","Сапарева баня",2018,6660
"KNL50","Трекляно",2000,1420
"KNL50","Трекляно",2001,1091
"KNL50","Трекляно",2002,1041
"KNL50","Трекляно",2003,1195
"KNL50","Трекляно",2004,1244
"KNL50","Трекляно",2005,1188
"KNL50","Трекляно",2006,1114
"KNL50","Трекляно",2007,1111
"KNL50","Трекляно",2008,1076
"KNL50","Трекляно",2009,1027
"KNL50","Трекляно",2010,986
"KNL50","Трекляно",2011,644
"KNL50","Трекляно",2012,625
"KNL50","Трекляно",2013,613
"KNL50","Трекляно",2014,625
"KNL50","Трекляно",2015,889
"KNL50","Трекляно",2016,835
"KNL50","Трекляно",2017,798
"KNL50","Трекляно",2018,758
"PER08","Брезник",2000,8953
"PER08","Брезник",2001,8433
"PER08","Брезник",2002,8361
"PER08","Брезник",2003,8256
"PER08","Брезник",2004,8139
"PER08","Брезник",2005,8111
"PER08","Брезник",2006,7971
"PER08","Брезник",2007,7854
"PER08","Брезник",2008,7724
"PER08","Брезник",2009,7628
"PER08","Брезник",2010,7506
"PER08","Брезник",2011,6812
"PER08","Брезник",2012,6662
"PER08","Брезник",2013,6581
"PER08","Брезник",2014,6492
"PER08","Брезник",2015,6455
"PER08","Брезник",2016,6391
"PER08","Брезник",2017,6292
"PER08","Брезник",2018,6160
"PER19","Земен",2000,4400
"PER19","Земен",2001,4063
"PER19","Земен",2002,3972
"PER19","Земен",2003,3980
"PER19","Земен",2004,3820
"PER19","Земен",2005,3677
"PER19","Земен",2006,3584
"PER19","Земен",2007,3717
"PER19","Земен",2008,3585
"PER19","Земен",2009,3488
"PER19","Земен",2010,3454
"PER19","Земен",2011,2717
"PER19","Земен",2012,2635
"PER19","Земен",2013,2582
"PER19","Земен",2014,2659
"PER19","Земен",2015,2610
"PER19","Земен",2016,2520
"PER19","Земен",2017,2432
"PER19","Земен",2018,2372
"PER22","Ковачевци",2000,2327
"PER22","Ковачевци",2001,2088
"PER22","Ковачевци",2002,2022
"PER22","Ковачевци",2003,2263
"PER22","Ковачевци",2004,2183
"PER22","Ковачевци",2005,2151
"PER22","Ковачевци",2006,2084
"PER22","Ковачевци",2007,2633
"PER22","Ковачевци",2008,2532
"PER22","Ковачевци",2009,2542
"PER22","Ковачевци",2010,2775
"PER22","Ковачевци",2011,1596
"PER22","Ковачевци",2012,1573
"PER22","Ковачевци",2013,1582
"PER22","Ковачевци",2014,1560
"PER22","Ковачевци",2015,1760
"PER22","Ковачевци",2016,1714
"PER22","Ковачевци",2017,1658
"PER22","Ковачевци",2018,1576
"PER32","Перник",2000,104720
"PER32","Перник",2001,103870
"PER32","Перник",2002,102790
"PER32","Перник",2003,101012
"PER32","Перник",2004,99791
"PER32","Перник",2005,98824
"PER32","Перник",2006,98260
"PER32","Перник",2007,97336
"PER32","Перник",2008,96744
"PER32","Перник",2009,95998
"PER32","Перник",2010,94903
"PER32","Перник",2011,96145
"PER32","Перник",2012,95043
"PER32","Перник",2013,93890
"PER32","Перник",2014,92544
"PER32","Перник",2015,91240
"PER32","Перник",2016,90195
"PER32","Перник",2017,89432
"PER32","Перник",2018,88604
"PER36","Радомир",2000,25027
"PER36","Радомир",2001,24308
"PER36","Радомир",2002,23776
"PER36","Радомир",2003,23132
"PER36","Радомир",2004,22902
"PER36","Радомир",2005,22686
"PER36","Радомир",2006,22454
"PER36","Радомир",2007,22060
"PER36","Радомир",2008,21840
"PER36","Радомир",2009,21562
"PER36","Радомир",2010,21086
"PER36","Радомир",2011,20631
"PER36","Радомир",2012,20274
"PER36","Радомир",2013,19985
"PER36","Радомир",2014,19763
"PER36","Радомир",2015,19322
"PER36","Радомир",2016,18939
"PER36","Радомир",2017,18614
"PER36","Радомир",2018,18253
"PER51","Трън",2000,6342
"PER51","Трън",2001,5489
"PER51","Трън",2002,5510
"PER51","Трън",2003,5461
"PER51","Трън",2004,5416
"PER51","Трън",2005,5532
"PER51","Трън",2006,5324
"PER51","Трън",2007,5173
"PER51","Трън",2008,5024
"PER51","Трън",2009,5031
"PER51","Трън",2010,4970
"PER51","Трън",2011,4086
"PER51","Трън",2012,4053
"PER51","Трън",2013,4076
"PER51","Трън",2014,4030
"PER51","Трън",2015,4069
"PER51","Трън",2016,4011
"PER51","Трън",2017,3993
"PER51","Трън",2018,3915
"SFO54","Антон",2000,1595
"SFO54","Антон",2001,1799
"SFO54","Антон",2002,1796
"SFO54","Антон",2003,1776
"SFO54","Антон",2004,1761
"SFO54","Антон",2005,1748
"SFO54","Антон",2006,1724
"SFO54","Антон",2007,1714
"SFO54","Антон",2008,1700
"SFO54","Антон",2009,1653
"SFO54","Антон",2010,1634
"SFO54","Антон",2011,1564
"SFO54","Антон",2012,1539
"SFO54","Антон",2013,1510
"SFO54","Антон",2014,1504
"SFO54","Антон",2015,1478
"SFO54","Антон",2016,1465
"SFO54","Антон",2017,1453
"SFO54","Антон",2018,1443
"SFO06","Божурище",2000,6106
"SFO06","Божурище",2001,7952
"SFO06","Божурище",2002,7970
"SFO06","Божурище",2003,7946
"SFO06","Божурище",2004,7889
"SFO06","Божурище",2005,7869
"SFO06","Божурище",2006,7867
"SFO06","Божурище",2007,7831
"SFO06","Божурище",2008,7813
"SFO06","Божурище",2009,7931
"SFO06","Божурище",2010,8132
"SFO06","Божурище",2011,8490
"SFO06","Божурище",2012,8551
"SFO06","Божурище",2013,8466
"SFO06","Божурище",2014,8434
"SFO06","Божурище",2015,8453
"SFO06","Божурище",2016,8373
"SFO06","Божурище",2017,8348
"SFO06","Божурище",2018,8379
"SFO07","Ботевград",2000,35373
"SFO07","Ботевград",2001,35680
"SFO07","Ботевград",2002,35214
"SFO07","Ботевград",2003,34625
"SFO07","Ботевград",2004,34284
"SFO07","Ботевград",2005,34057
"SFO07","Ботевград",2006,34082
"SFO07","Ботевград",2007,33996
"SFO07","Ботевград",2008,33811
"SFO07","Ботевград",2009,33806
"SFO07","Ботевград",2010,33529
"SFO07","Ботевград",2011,32952
"SFO07","Ботевград",2012,32752
"SFO07","Ботевград",2013,32587
"SFO07","Ботевград",2014,32237
"SFO07","Ботевград",2015,31780
"SFO07","Ботевград",2016,31514
"SFO07","Ботевград",2017,31367
"SFO07","Ботевград",2018,31033
"SFO09","Годеч",2000,6397
"SFO09","Годеч",2001,6500
"SFO09","Годеч",2002,6409
"SFO09","Годеч",2003,6278
"SFO09","Годеч",2004,6129
"SFO09","Годеч",2005,5988
"SFO09","Годеч",2006,5841
"SFO09","Годеч",2007,5697
"SFO09","Годеч",2008,5597
"SFO09","Годеч",2009,5496
"SFO09","Годеч",2010,5360
"SFO09","Годеч",2011,5321
"SFO09","Годеч",2012,5213
"SFO09","Годеч",2013,5140
"SFO09","Годеч",2014,5052
"SFO09","Годеч",2015,4962
"SFO09","Годеч",2016,4885
"SFO09","Годеч",2017,4841
"SFO09","Годеч",2018,4722
"SFO10","Горна Малина",2000,5807
"SFO10","Горна Малина",2001,6906
"SFO10","Горна Малина",2002,6888
"SFO10","Горна Малина",2003,6921
"SFO10","Горна Малина",2004,6930
"SFO10","Горна Малина",2005,6866
"SFO10","Горна Малина",2006,6768
"SFO10","Горна Малина",2007,6665
"SFO10","Горна Малина",2008,6561
"SFO10","Горна Малина",2009,6583
"SFO10","Горна Малина",2010,6509
"SFO10","Горна Малина",2011,6281
"SFO10","Горна Малина",2012,6201
"SFO10","Горна Малина",2013,6115
"SFO10","Горна Малина",2014,6091
"SFO10","Горна Малина",2015,6832
"SFO10","Горна Малина",2016,6686
"SFO10","Горна Малина",2017,6572
"SFO10","Горна Малина",2018,6403
"SFO59","Долна баня",2000,4764
"SFO59","Долна баня",2001,4746
"SFO59","Долна баня",2002,4779
"SFO59","Долна баня",2003,4736
"SFO59","Долна баня",2004,4681
"SFO59","Долна баня",2005,4658
"SFO59","Долна баня",2006,4699
"SFO59","Долна баня",2007,4697
"SFO59","Долна баня",2008,4668
"SFO59","Долна баня",2009,4652
"SFO59","Долна баня",2010,4665
"SFO59","Долна баня",2011,4511
"SFO59","Долна баня",2012,4487
"SFO59","Долна баня",2013,4497
"SFO59","Долна баня",2014,4510
"SFO59","Долна баня",2015,4547
"SFO59","Долна баня",2016,4531
"SFO59","Долна баня",2017,4486
"SFO59","Долна баня",2018,4441
"SFO16","Драгоман",2000,6049
"SFO16","Драгоман",2001,6503
"SFO16","Драгоман",2002,6381
"SFO16","Драгоман",2003,6276
"SFO16","Драгоман",2004,6174
"SFO16","Драгоман",2005,6116
"SFO16","Драгоман",2006,5961
"SFO16","Драгоман",2007,5844
"SFO16","Драгоман",2008,5733
"SFO16","Драгоман",2009,5709
"SFO16","Драгоман",2010,5601
"SFO16","Драгоман",2011,5312
"SFO16","Драгоман",2012,5211
"SFO16","Драгоман",2013,5147
"SFO16","Драгоман",2014,5092
"SFO16","Драгоман",2015,5070
"SFO16","Драгоман",2016,4916
"SFO16","Драгоман",2017,4822
"SFO16","Драгоман",2018,4740
"SFO17","Елин Пелин",2000,19473
"SFO17","Елин Пелин",2001,23826
"SFO17","Елин Пелин",2002,23809
"SFO17","Елин Пелин",2003,23595
"SFO17","Елин Пелин",2004,23474
"SFO17","Елин Пелин",2005,23388
"SFO17","Елин Пелин",2006,23401
"SFO17","Елин Пелин",2007,23397
"SFO17","Елин Пелин",2008,23283
"SFO17","Елин Пелин",2009,23222
"SFO17","Елин Пелин",2010,23215
"SFO17","Елин Пелин",2011,22751
"SFO17","Елин Пелин",2012,22642
"SFO17","Елин Пелин",2013,22463
"SFO17","Елин Пелин",2014,22408
"SFO17","Елин Пелин",2015,22231
"SFO17","Елин Пелин",2016,22129
"SFO17","Елин Пелин",2017,22024
"SFO17","Елин Пелин",2018,21956
"SFO18","Етрополе",2000,14196
"SFO18","Етрополе",2001,13658
"SFO18","Етрополе",2002,13501
"SFO18","Етрополе",2003,13398
"SFO18","Етрополе",2004,13185
"SFO18","Етрополе",2005,13056
"SFO18","Етрополе",2006,12975
"SFO18","Етрополе",2007,12900
"SFO18","Етрополе",2008,12815
"SFO18","Етрополе",2009,12761
"SFO18","Етрополе",2010,12622
"SFO18","Етрополе",2011,11942
"SFO18","Етрополе",2012,11806
"SFO18","Етрополе",2013,11679
"SFO18","Етрополе",2014,11493
"SFO18","Етрополе",2015,11595
"SFO18","Етрополе",2016,11479
"SFO18","Етрополе",2017,11275
"SFO18","Етрополе",2018,11153
"SFO47","Златица",2000,5945
"SFO47","Златица",2001,6627
"SFO47","Златица",2002,6497
"SFO47","Златица",2003,6367
"SFO47","Златица",2004,6244
"SFO47","Златица",2005,6174
"SFO47","Златица",2006,6114
"SFO47","Златица",2007,6038
"SFO47","Златица",2008,5969
"SFO47","Златица",2009,5907
"SFO47","Златица",2010,5833
"SFO47","Златица",2011,5783
"SFO47","Златица",2012,5737
"SFO47","Златица",2013,5649
"SFO47","Златица",2014,5548
"SFO47","Златица",2015,5453
"SFO47","Златица",2016,5370
"SFO47","Златица",2017,5280
"SFO47","Златица",2018,5188
"SFO20","Ихтиман",2000,16978
"SFO20","Ихтиман",2001,19186
"SFO20","Ихтиман",2002,19038
"SFO20","Ихтиман",2003,19026
"SFO20","Ихтиман",2004,18944
"SFO20","Ихтиман",2005,18908
"SFO20","Ихтиман",2006,18832
"SFO20","Ихтиман",2007,18789
"SFO20","Ихтиман",2008,18621
"SFO20","Ихтиман",2009,18593
"SFO20","Ихтиман",2010,18411
"SFO20","Ихтиман",2011,17732
"SFO20","Ихтиман",2012,17688
"SFO20","Ихтиман",2013,17609
"SFO20","Ихтиман",2014,17477
"SFO20","Ихтиман",2015,17340
"SFO20","Ихтиман",2016,17147
"SFO20","Ихтиман",2017,17027
"SFO20","Ихтиман",2018,16869
"SFO24","Копривщица",2000,2655
"SFO24","Копривщица",2001,2643
"SFO24","Копривщица",2002,2599
"SFO24","Копривщица",2003,2557
"SFO24","Копривщица",2004,2538
"SFO24","Копривщица",2005,2527
"SFO24","Копривщица",2006,2490
"SFO24","Копривщица",2007,2453
"SFO24","Копривщица",2008,2423
"SFO24","Копривщица",2009,2405
"SFO24","Копривщица",2010,2377
"SFO24","Копривщица",2011,2370
"SFO24","Копривщица",2012,2312
"SFO24","Копривщица",2013,2287
"SFO24","Копривщица",2014,2231
"SFO24","Копривщица",2015,2174
"SFO24","Копривщица",2016,2135
"SFO24","Копривщица",2017,2079
"SFO24","Копривщица",2018,2046
"SFO25","Костенец",2000,15213
"SFO25","Костенец",2001,15013
"SFO25","Костенец",2002,14849
