"sektor","naeti","osigbaza","srzapl","godina","quarter"
67,22152,93119915.94,1401.184446,2017,4
68,58296,241034275.08,1378.212895,2017,4
69,205791,781516214.77,1265.869552,2017,4
70,55329,85469582.85,514.914227,2017,4
71,4541,21928736.78,1609.566704,2017,4
72,9479,19512506.91,686.142025,2017,4
73,23162,64453319.51,927.546044,2017,4
74,26279,57849252.96,733.783032,2017,4
75,39041,124422761.2,1062.325599,2017,4
76,8200,15680512.23,637.367377,2017,4
77,28433,58161567.05,681.855204,2017,4
78,23467,32247624.8,458.049839,2017,4
79,15871,42941901.14,901.875522,2017,4
80,617,2160661.83,1167.294343,2017,4
81,4868,10214974.49,699.464152,2017,4
82,8300,16218850.12,651.333284,2017,4
83,2542,15231978.86,1996.850925,2017,4
84,24865,80734432.13,1082.289025,2017,4
85,1528,2940896.42,641.416885,2017,4
99,305385,864338460.38,943.439236,2017,4
0,92,360427.97,1305.898442,2018,4
1,65270,154823040.65,790.67591,2018,4
2,16041,41753015.24,867.631179,2018,4
3,579,1091495.3,628.018009,2018,4
4,8665,51590926.68,1984.495391,2018,4
5,532,1709955.13,1071.400457,2018,4
6,7064,37444075.79,1766.730008,2018,4
7,105,426191.69,1352.989492,2018,4
8,346,788714.37,758.379201,2018,4
9,229,520501.92,757.644716,2018,4
10,2353,7189852.63,1018.392723,2018,4
11,32,74460.67,767.635773,2018,4
12,978,3302964.82,1124.988017,2018,4
13,13647,31040435.77,758.174831,2018,4
14,4948,12690474.35,854.92282,2018,4
15,7176,16479876.07,765.43781,2018,4
16,3470,10157695.04,975.669488,2018,4
17,7832,18172525.99,773.397709,2018,4
18,2940,8519673.65,965.949393,2018,4
19,36002,73094471.16,676.76306,2018,4
20,4651,14789330.54,1059.787211,2018,4
21,2141,6164105.73,959.692624,2018,4
22,4910,12263352.31,832.542587,2018,4
23,2136,10634661.26,1659.073519,2018,4
24,4877,17527561.07,1197.810501,2018,4
25,1772,6588955.5,1238.991256,2018,4
26,13726,34005314.48,825.772571,2018,4
27,75022,144438168.86,641.753464,2018,4
28,6598,15141437.6,764.950874,2018,4
29,11785,22512436.31,636.735951,2018,4
30,15532,27940565.74,599.621558,2018,4
31,9657,29342165.5,1012.811621,2018,4
32,16626,50263643.48,1007.691328,2018,4
33,1778,11807443.07,2213.618873,2018,4
34,13288,47566783.15,1193.166687,2018,4
35,10367,42783806.4,1375.59663,2018,4
36,31060,85012138.29,912.333397,2018,4
37,24173,78443914.56,1081.686632,2018,4
38,7619,34069522.28,1490.420503,2018,4
39,4359,14617488.38,1117.630428,2018,4
40,47602,133865716.5,937.382475,2018,4
41,10662,39015935.21,1219.705364,2018,4
42,23504,83222547.76,1180.260774,2018,4
43,43919,152927575.85,1160.678945,2018,4
44,610,2094707.31,1144.023653,2018,4
45,32918,111107326.01,1125.091905,2018,4
46,21568,47056919.12,727.264452,2018,4
47,27025,91925545.49,1133.805462,2018,4
48,2353,6065323.65,858.989328,2018,4
49,25120,149618414.53,1985.329669,2018,4
50,2072,13012990.39,2093.130189,2018,4
51,1888,7048152.24,1244.1575,2018,4
52,16768,54465816.79,1082.690271,2018,4
53,15445,35834285.37,773.357332,2018,4
54,1302,6913555.89,1769.530557,2018,4
55,129549,282927070.56,727.977683,2018,4
56,15395,50381392.75,1090.860512,2018,4
57,4792,11118061.38,773.322764,2018,4
58,347585,874030542.96,838.192772,2018,4
59,24685,86380128.64,1166.400591,2018,4
60,133431,228039099.28,569.680457,2018,4
61,24489,82463497.18,1122.441024,2018,4
62,95778,187335310.24,651.972987,2018,4
63,1196,4253240.16,1185.076667,2018,4
64,2666,15130205.98,1891.748684,2018,4
65,19548,90337620.6,1540.388442,2018,4
66,19524,46115090.06,787.309682,2018,4
67,21288,96640470.02,1513.199248,2018,4
68,58405,257306471.29,1468.518513,2018,4
69,216573,880025647.24,1354.46699,2018,4
70,54810,92971286.66,565.40872,2018,4
71,4915,24269064.33,1645.806613,2018,4
72,11535,25237647.9,729.26425,2018,4
73,24166,71830771.7,990.769264,2018,4
74,27045,63678859.58,784.831329,2018,4
75,38895,132281003.77,1133.639597,2018,4
76,8353,16945953.56,676.215225,2018,4
77,28787,63829620.47,739.093819,2018,4
78,23416,34265828.7,487.776746,2018,4
79,16390,46691190.78,949.548336,2018,4
80,637,2285272.15,1195.226019,2018,4
81,4351,9718835.03,744.510114,2018,4
82,8238,17644781.53,713.901178,2018,4
83,2504,15380440.26,2047.176927,2018,4
84,24594,87007009.86,1179.212428,2018,4
85,1545,3332694.28,719.027892,2018,4
99,328216,979576650.84,994.849581,2018,4
