"oblast","obshtina","godina","naeti","godzaplata"
"Велико Търново","Велико Търново","2014","30717","8135"
"Велико Търново","Горна Оряховица","2014","11869","7550"
"Велико Търново","Елена","2014","1872","5901"
"Велико Търново","Златарица","2014","490","5880"
"Велико Търново","Лясковец","2014","4814","7734"
"Велико Търново","Павликени","2014","4579","7152"
"Велико Търново","Полски Тръмбеш","2014","1586","6471"
"Велико Търново","Свищов","2014","8716","7346"
"Велико Търново","Стражица","2014","2418","6919"
"Велико Търново","Сухиндол","2014","411","6386"
"Габрово","total","2014","38990","8283"
"Габрово","Габрово","2014","19963","7832"
"Габрово","Дряново","2014","2232","8328"
"Габрово","Севлиево","2014","13534","9431"
"Габрово","Трявна","2014","3261","6230"
"Разград","total","2014","26490","8351"
"Разград","Завет","2014","1179","6069"
"Разград","Исперих","2014","4959","7443"
"Разград","Кубрат","2014","2367","6670"
"Разград","Лозница","2014","966","6775"
"Разград","Разград","2014","15272","9348"
"Разград","Самуил","2014","1071","7362"
"Разград","Цар Калоян","2014","676","6182"
"Русе","total","2014","69431","8028"
"Русе","Борово","2014","777","7246"
"Русе","Бяла","2014","3084","6992"
"Русе","Ветово","2014","2367","8666"
"Русе","Две могили","2014","1290","6841"
"Русе","Иваново","2014","1022","7764"
"Русе","Русе","2014","58527","8105"
"Русе","Сливо поле","2014","1754","8420"
"Русе","Ценово","2014","610","6341"
"Силистра","total","2014","20767","7215"
"Силистра","Алфатар","2014","464","6406"
"Силистра","Главиница","2014","975","7496"
"Силистра","Дулово","2014","3022","6403"
"Силистра","Кайнарджа","2014","528","6874"
"Силистра","Силистра","2014","12540","7543"
"Силистра","Ситово","2014","833","6339"
"Силистра","Тутракан","2014","2405","6955"
"Варна","total","2014","151621","9272"
"Варна","Аврен","2014","1427","7924"
"Варна","Аксаково","2014","3389","7606"
"Варна","Белослав","2014","2688","11405"
"Варна","Бяла","2014","1015","7529"
"Варна","Варна","2014","127547","9218"
"Варна","Ветрино","2014","772","7084"
"Варна","Вълчи дол","2014","1457","7968"
"Варна","Девня","2014","5527","14259"
"Варна","Долни чифлик","2014","1960","6691"
"Варна","Дългопол","2014","1645","7299"
"Варна","Провадия","2014","3067","7670"
"Варна","Суворово","2014","1127","8887"
"Добрич","total","2014","41827","7581"
"Добрич","Балчик","2014","6747","8293"
"Добрич","Генерал Тошево","2014","2865","7066"
"Добрич","Добрич-селска","2014","2741","8570"
"Добрич","Добрич","2014","22014","7202"
"Добрич","Каварна","2014","3333","8686"
"Добрич","Крушари","2014","493","7274"
"Добрич","Тервел","2014","2748","6957"
"Добрич","Шабла","2014","886","8089"
"Търговище","total","2014","27999","7465"
"Търговище","Антоново","2014","510","6517"
"Търговище","Омуртаг","2014","2628","6258"
"Търговище","Опака","2014","764","6420"
"Търговище","Попово","2014","6015","7010"
"Търговище","Търговище","2014","18082","7861"
"Шумен","total","2014","41797","7968"
"Шумен","Велики Преслав","2014","2337","6630"
"Шумен","Венец","2014","686","6617"
"Шумен","Върбица","2014","854","5915"
"Шумен","Каолиново","2014","1113","5658"
"Шумен","Каспичан","2014","2232","8500"
"Шумен","Никола Козлево","2014","570","7020"
"Шумен","Нови пазар","2014","3152","7189"
"Шумен","Смядово","2014","596","6325"
"Шумен","Хитрино","2014","627","7249"
"Шумен","Шумен","2014","29630","8359"
"Бургас","total","2014","124729","8834"
"Бургас","Айтос","2014","3516","6339"
"Бургас","Бургас","2014","74850","10196"
"Бургас","Камено","2014","1247","7294"
"Бургас","Карнобат","2014","8391","6994"
"Бургас","Малко Търново","2014","626","7175"
"Бургас","Несебър","2014","16799","6818"
"Бургас","Поморие","2014","5442","6642"
"Бургас","Приморско","2014","2363","6001"
"Бургас","Руен","2014","2825","5945"
"Бургас","Созопол","2014","3190","6587"
"Бургас","Средец","2014","2095","9288"
"Бургас","Сунгурларе","2014","1373","6723"
"Бургас","Царево","2014","2012","6365"
"Сливен","total","2014","36975","7265"
"Сливен","Котел","2014","1622","6529"
"Сливен","Нова Загора","2014","5891","7040"
"Сливен","Сливен","2014","27966","7393"
"Сливен","Твърдица","2014","1496","6566"
"Стара Загора","total","2014","100370","10035"
"Стара Загора","Братя Даскалови","2014","1073","6759"
"Стара Загора","Гурково","2014","1177","8305"
"Стара Загора","Гълъбово","2014","7096","16719"
"Стара Загора","Казанлък","2014","21986","8081"
"Стара Загора","Мъглиж","2014","1194","7635"
"Стара Загора","Николаево","2014","394","7122"
"Стара Загора","Опан","2014","353","7199"
"Стара Загора","Павел баня","2014","2151","8257"
"Стара Загора","Раднево","2014","11443","19291"
"Стара Загора","Стара Загора","2014","50133","8221"
"Стара Загора","Чирпан","2014","3370","8156"
"Ямбол","total","2014","31709","7472"
"Ямбол","Болярово","2014","550","6072"
"Ямбол","Елхово","2014","2406","7191"
"Ямбол","Стралджа","2014","1606","7066"
"Ямбол","Тунджа","2014","3222","8094"
"Ямбол","Ямбол","2014","23925","7476"
"Благоевград","total","2014","89016","6818"
"Благоевград","Банско","2014","4726","6793"
"Благоевград","Белица","2014","968","5926"
"Благоевград","Благоевград","2014","27434","8146"
"Благоевград","Гоце Делчев","2014","11894","6664"
"Благоевград","Гърмен","2014","1780","5403"
"Благоевград","Кресна","2014","1187","5790"
"Благоевград","Петрич","2014","16052","5854"
"Благоевград","Разлог","2014","5454","6912"
"Благоевград","Сандански","2014","10507","6244"
"Благоевград","Сатовча","2014","3160","5886"
"Благоевград","Симитли","2014","1877","6110"
"Благоевград","Струмяни","2014","914","5745"
"Благоевград","Хаджидимово","2014","2000","5488"
"Благоевград","Якоруда","2014","1063","5890"
"Кюстендил","total","2014","30618","7091"
"Кюстендил","Бобов дол","2014","4768","9209"
"Кюстендил","Бобошево","2014","276","5263"
"Кюстендил","Дупница","2014","9585","7350"
"Кюстендил","Кочериново","2014","675","5065"
"Кюстендил","Кюстендил","2014","13115","6478"
"Кюстендил","Невестино","2014","333","6132"
"Кюстендил","Рила","2014","666","5859"
"Кюстендил","Сапарева баня","2014","1094","5716"
"Кюстендил","Трекляно","2014","106","6091"
"Перник","total","2014","27164","7063"
"Перник","Брезник","2014","974","6414"
"Перник","Земен","2014","313","7205"
"Перник","Ковачевци","2014","193","5134"
