Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1997Q4;%;87;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1998Q1;%;111;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1998Q2;%;103;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1998Q3;%;102;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1998Q4;%;103;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1999Q1;%;91;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1999Q2;%;94;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1999Q3;%;93;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1999Q4;%;89;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2000Q1;%;102;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2000Q2;%;109;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2000Q3;%;103;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2000Q4;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2001Q1;%;103;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2001Q2;%;103;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2001Q3;%;104;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2001Q4;%;104;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2002Q1;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2002Q2;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2002Q3;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2002Q4;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2003Q1;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2003Q2;%;105;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2003Q3;%;104;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2003Q4;%;106;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2004Q1;%;105;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2004Q2;%;107;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2004Q3;%;108;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);2004Q4;%;106;
