"oblast","obshtina","godina","naeti","godzaplata","meszapl","mrz","mrzproc","obshtkod","nastrw","koefnaeti"
"Видин","Белоградчик",2011,1062,5258,438.166666666667,270,62,"VID01",6520,16.3
"Видин","Бойница",2011,184,4692,391,270,69,"VID03",1293,14.2
"Видин","Брегово",2011,803,4338,361.5,270,75,"VID06",5471,14.7
"Видин","Видин",2011,13280,5703,475.25,270,57,"VID09",62348,21.3
"Видин","Грамада",2011,392,5468,455.666666666667,270,59,"VID15",1975,19.8
"Видин","Димово",2011,682,4796,399.666666666667,270,68,"VID16",6440,10.6
"Видин","Кула",2011,769,6461,538.416666666667,270,50,"VID22",4615,16.7
"Видин","Макреш",2011,167,4264,355.333333333333,270,76,"VID25",1575,10.6
"Видин","Ново село",2011,291,4813,401.083333333333,270,67,"VID30",2908,10
"Видин","Ружинци",2011,397,4471,372.583333333333,270,72,"VID33",4313,9.2
"Видин","Чупрене",2011,295,4863,405.25,270,67,"VID37",2023,14.6
"Враца","Борован",2011,534,4812,401,270,67,"VRC05",5685,9.4
"Враца","Бяла Слатина",2011,3809,5319,443.25,270,61,"VRC08",24362,15.6
"Враца","Враца",2011,19257,6215,517.916666666667,270,52,"VRC10",72877,26.4
"Враца","Козлодуй",2011,9032,18330,1527.5,270,18,"VRC20",20970,43.1
"Враца","Криводол",2011,847,5451,454.25,270,59,"VRC21",9415,9
"Враца","Мездра",2011,3643,5600,466.666666666667,270,58,"VRC27",21436,17
"Враца","Мизия",2011,1255,5222,435.166666666667,270,62,"VRC28",7455,16.8
"Враца","Оряхово",2011,1353,6329,527.416666666667,270,51,"VRC31",11392,11.9
"Враца","Роман",2011,938,5227,435.583333333333,270,62,"VRC32",6135,15.3
"Враца","Хайредин",2011,450,5105,425.416666666667,270,63,"VRC35",4935,9.1
"Ловеч","Априлци",2011,764,5133,427.75,270,63,"LOV02",3285,23.3
"Ловеч","Летница",2011,840,5054,421.166666666667,270,64,"LOV17",3740,22.5
"Ловеч","Ловеч",2011,14793,6601,550.083333333333,270,49,"LOV18",49045,30.2
"Ловеч","Луковит",2011,2722,5746,478.833333333333,270,56,"LOV19",17925,15.2
"Ловеч","Тетевен",2011,3555,5255,437.916666666667,270,62,"LOV33",21068,16.9
"Ловеч","Троян",2011,9880,6001,500.083333333333,270,54,"LOV34",31980,30.9
"Ловеч","Угърчин",2011,880,4938,411.5,270,66,"LOV36",6356,13.8
"Ловеч","Ябланица",2011,1163,8723,726.916666666667,270,37,"LOV38",6210,18.7
"Монтана","Берковица",2011,3574,5892,491,270,55,"MON02",18489,19.3
"Монтана","Бойчиновци",2011,848,5994,499.5,270,54,"MON04",9140,9.3
"Монтана","Брусарци",2011,411,4672,389.333333333333,270,69,"MON07",4961,8.3
"Монтана","Вълчедръм",2011,906,4828,402.333333333333,270,67,"MON11",9745,9.3
"Монтана","Вършец",2011,1245,4989,415.75,270,65,"MON12",8061,15.4
"Монтана","Георги Дамяново",2011,514,4906,408.833333333333,270,66,"MON14",2702,19
"Монтана","Лом",2011,5393,6292,524.333333333333,270,51,"MON24",27839,19.4
"Монтана","Медковец",2011,406,5103,425.25,270,63,"MON26",3935,10.3
"Монтана","Монтана",2011,14423,6820,568.333333333333,270,48,"MON29",53236,27.1
"Монтана","Чипровци",2011,530,4574,381.166666666667,270,71,"MON36",3624,14.6
"Монтана","Якимово",2011,481,5791,482.583333333333,270,56,"MON38",4252,11.3
"Плевен","Белене",2011,1814,7989,665.75,270,41,"PVN03",10161,17.9
"Плевен","Гулянци",2011,1082,5591,465.916666666667,270,58,"PVN08",12123,8.9
"Плевен","Долна Митрополия",2011,2220,5847,487.25,270,55,"PVN10",19973,11.1
"Плевен","Долни Дъбник",2011,1859,6453,537.75,270,50,"PVN11",11630,16
"Плевен","Искър",2011,938,4322,360.166666666667,270,75,"PVN23",6788,13.8
"Плевен","Кнежа",2011,2369,5848,487.333333333333,270,55,"PVN39",13610,17.4
"Плевен","Левски",2011,3406,5908,492.333333333333,270,55,"PVN16",19688,17.3
"Плевен","Никопол",2011,1353,5727,477.25,270,57,"PVN21",9205,14.7
"Плевен","Плевен",2011,42087,6481,540.083333333333,270,50,"PVN24",129768,32.4
"Плевен","Пордим",2011,957,6039,503.25,270,54,"PVN27",6353,15.1
"Плевен","Червен бряг",2011,4171,5491,457.583333333333,270,59,"PVN37",27566,15.1
"Велико Търново","Велико Търново",2011,31799,7014,584.5,270,46,"VTR04",88417,36
"Велико Търново","Горна Оряховица",2011,12340,6213,517.75,270,52,"VTR06",46111,26.8
"Велико Търново","Елена",2011,1872,5115,426.25,270,63,"VTR13",9365,20
"Велико Търново","Златарица",2011,490,4924,410.333333333333,270,66,"VTR14",3973,12.3
"Велико Търново","Лясковец",2011,4488,6161,513.416666666667,270,53,"VTR20",13275,33.8
"Велико Търново","Павликени",2011,4605,5996,499.666666666667,270,54,"VTR22",23514,19.6
"Велико Търново","Полски Тръмбеш",2011,1748,5445,453.75,270,60,"VTR26",14279,12.2
"Велико Търново","Свищов",2011,9086,6279,523.25,270,52,"VTR28",42178,21.5
"Велико Търново","Стражица",2011,2403,5773,481.083333333333,270,56,"VTR31",12654,19
"Велико Търново","Сухиндол",2011,384,4570,380.833333333333,270,71,"VTR32",2513,15.3
"Габрово","Габрово",2011,21475,6379,531.583333333333,270,51,"GAB05",64545,33.3
"Габрово","Дряново",2011,2332,6281,523.416666666667,270,52,"GAB12",9587,24.3
"Габрово","Севлиево",2011,13161,8014,667.833333333333,270,40,"GAB29",35654,36.9
"Габрово","Трявна",2011,2842,5160,430,270,63,"GAB35",11603,24.5
"Разград","Завет",2011,1347,5543,461.916666666667,270,58,"RAZ11",10428,12.9
"Разград","Исперих",2011,4399,6162,513.5,270,53,"RAZ14",22412,19.6
"Разград","Кубрат",2011,2465,5399,449.916666666667,270,60,"RAZ16",18095,13.6
"Разград","Лозница",2011,883,5736,478,270,56,"RAZ17",9212,9.6
"Разград","Разград",2011,15409,6971,580.916666666667,270,46,"RAZ26",50457,30.5
"Разград","Самуил",2011,1285,6185,515.416666666667,270,52,"RAZ29",6909,18.6
"Разград","Цар Калоян",2011,750,5170,430.833333333333,270,63,"RAZ36",6087,12.3
"Русе","Борово",2011,770,6159,513.25,270,53,"RSE03",6030,12.8
"Русе","Бяла",2011,3160,5693,474.416666666667,270,57,"RSE04",13263,23.8
"Русе","Ветово",2011,2542,7283,606.916666666667,270,44,"RSE05",12382,20.5
"Русе","Две могили",2011,1310,5669,472.416666666667,270,57,"RSE08",9259,14.1
"Русе","Иваново",2011,956,6031,502.583333333333,270,54,"RSE13",9417,10.2
"Русе","Русе",2011,59677,6880,573.333333333333,270,47,"RSE27",166881,35.8
"Русе","Сливо поле",2011,1683,6731,560.916666666667,270,48,"RSE33",10752,15.7
"Русе","Ценово",2011,595,5320,443.333333333333,270,61,"RSE37",5783,10.3
"Силистра","Алфатар",2011,596,4787,398.916666666667,270,68,"SLS01",3020,19.7
"Силистра","Главиница",2011,967,6180,515,270,52,"SLS07",10797,9
"Силистра","Дулово",2011,3075,5263,438.583333333333,270,62,"SLS10",28259,10.9
"Силистра","Кайнарджа",2011,439,5816,484.666666666667,270,56,"SLS15",5059,8.7
"Силистра","Силистра",2011,13129,6394,532.833333333333,270,51,"SLS31",50780,25.9
"Силистра","Ситово",2011,803,6271,522.583333333333,270,52,"SLS32",5337,15
"Силистра","Тутракан",2011,2448,5495,457.916666666667,270,59,"SLS34",15181,16.1
"Варна","Аврен",2011,1224,7182,598.5,270,45,"VAR01",8632,14.2
"Варна","Аксаково",2011,2697,10646,887.166666666667,270,30,"VAR02",20484,13.2
"Варна","Белослав",2011,2328,9145,762.083333333333,270,35,"VAR04",10994,21.2
"Варна","Бяла",2011,897,6014,501.166666666667,270,54,"VAR05",3230,27.8
"Варна","Варна",2011,126965,8071,672.583333333333,270,40,"VAR06",343643,36.9
"Варна","Ветрино",2011,718,5699,474.916666666667,270,57,"VAR08",5324,13.5
"Варна","Вълчи дол",2011,1523,6612,551,270,49,"VAR09",9956,15.3
"Варна","Девня",2011,5523,12043,1003.58333333333,270,27,"VAR14",8738,63.2
"Варна","Долни чифлик",2011,1949,5941,495.083333333333,270,55,"VAR13",19292,10.1
"Варна","Дългопол",2011,1576,5665,472.083333333333,270,57,"VAR16",14248,11.1
"Варна","Провадия",2011,3254,6447,537.25,270,50,"VAR24",22603,14.4
"Варна","Суворово",2011,707,7213,601.083333333333,270,45,"VAR26",7200,9.8
"Добрич","Балчик",2011,6628,6679,556.583333333333,270,49,"DOB03",20232,32.8
"Добрич","Генерал Тошево",2011,3144,6000,500,270,54,"DOB12",14847,21.2
"Добрич","Добрич-селска",2011,2770,7015,584.583333333333,270,46,"DOB15",21828,12.7
"Добрич","Добрич",2011,23137,6233,519.416666666667,270,52,"DOB28",90375,25.6
"Добрич","Каварна",2011,3436,7140,595,270,45,"DOB17",15216,22.6
"Добрич","Крушари",2011,505,5738,478.166666666667,270,56,"DOB20",4510,11.2
"Добрич","Тервел",2011,2833,6022,501.833333333333,270,54,"DOB27",16085,17.6
"Добрич","Шабла",2011,995,6524,543.666666666667,270,50,"DOB29",4995,19.9
"Търговище","Антоново",2011,630,4949,412.416666666667,270,65,"TGV02",6188,10.2
"Търговище","Омуртаг",2011,2673,5229,435.75,270,62,"TGV22",21818,12.3
"Търговище","Опака",2011,762,4931,410.916666666667,270,66,"TGV23",6550,11.6
"Търговище","Попово",2011,6148,5415,451.25,270,60,"TGV24",28441,21.6
"Търговище","Търговище",2011,17551,6269,522.416666666667,270,52,"TGV35",56868,30.9
"Шумен","Велики Преслав",2011,2688,5482,456.833333333333,270,59,"SHU23",13276,20.2
"Шумен","Венец",2011,750,5424,452,270,60,"SHU07",7089,10.6
"Шумен","Върбица",2011,822,5217,434.75,270,62,"SHU10",10349,7.9
"Шумен","Каолиново",2011,1080,4709,392.416666666667,270,69,"SHU18",12107,8.9
"Шумен","Каспичан",2011,2079,7577,631.416666666667,270,43,"SHU19",7954,26.1
"Шумен","Никола Козлево",2011,583,5512,459.333333333333,270,59,"SHU21",6130,9.5
"Шумен","Нови пазар",2011,3061,5900,491.666666666667,270,55,"SHU22",16795,18.2
"Шумен","Смядово",2011,650,5442,453.5,270,60,"SHU25",6587,9.9
"Шумен","Хитрино",2011,656,5493,457.75,270,59,"SHU11",6221,10.5
"Шумен","Шумен",2011,30226,6765,563.75,270,48,"SHU30",93160,32.4
"Бургас","Айтос",2011,3568,5550,462.5,270,58,"BGS01",28669,12.4
"Бургас","Бургас",2011,72163,8263,688.583333333333,270,39,"BGS04",212032,34
"Бургас","Камено",2011,1351,6596,549.666666666667,270,49,"BGS08",10330,13.1
"Бургас","Карнобат",2011,7723,6721,560.083333333333,270,48,"BGS09",25187,30.7
"Бургас","Малко Търново",2011,536,6673,556.083333333333,270,49,"BGS12",3840,14
"Бургас","Несебър",2011,14304,5849,487.416666666667,270,55,"BGS15",23145,61.8
"Бургас","Поморие",2011,5365,5972,497.666666666667,270,54,"BGS17",27530,19.5
"Бургас","Приморско",2011,2283,4808,400.666666666667,270,67,"BGS27",6082,37.5
"Бургас","Руен",2011,2888,4895,407.916666666667,270,66,"BGS18",28954,10
"Бургас","Созопол",2011,3152,5380,448.333333333333,270,60,"BGS21",12657,24.9
"Бургас","Средец",2011,2286,8039,669.916666666667,270,40,"BGS06",14820,15.4
"Бургас","Сунгурларе",2011,1406,5811,484.25,270,56,"BGS23",12390,11.3
"Бургас","Царево",2011,1950,5564,463.666666666667,270,58,"BGS13",9311,20.9
"Сливен","Котел",2011,1740,5838,486.5,270,55,"SLV11",19316,9
"Сливен","Нова Загора",2011,6202,6048,504,270,54,"SLV16",38917,15.9
"Сливен","Сливен",2011,28722,6285,523.75,270,52,"SLV20",124696,23
"Сливен","Твърдица",2011,1712,5495,457.916666666667,270,59,"SLV24",13783,12.4
"Стара Загора","Братя Даскалови",2011,1237,5419,451.583333333333,270,60,"SZR04",8546,14.5
"Стара Загора","Гурково",2011,1073,7579,631.583333333333,270,43,"SZR37",5115,21
"Стара Загора","Гълъбово",2011,7889,14976,1248,270,22,"SZR07",13238,59.6
"Стара Загора","Казанлък",2011,23536,6672,556,270,49,"SZR12",72068,32.7
"Стара Загора","Мъглиж",2011,1236,6915,576.25,270,47,"SZR22",10159,12.2
"Стара Загора","Николаево",2011,368,6096,508,270,53,"SZR38",4375,8.4
"Стара Загора","Опан",2011,400,5572,464.333333333333,270,58,"SZR23",2894,13.8
"Стара Загора","Павел баня",2011,2102,6514,542.833333333333,270,50,"SZR24",14099,14.9
"Стара Загора","Раднево",2011,12813,15636,1303,270,21,"SZR27",20003,64.1
"Стара Загора","Стара Загора",2011,52068,6970,580.833333333333,270,46,"SZR31",159219,32.7
"Стара Загора","Чирпан",2011,3411,6587,548.916666666667,270,49,"SZR36",21419,15.9
"Ямбол","Болярово",2011,800,5679,473.25,270,57,"JAM03",4068,19.7
"Ямбол","Елхово",2011,2337,5975,497.916666666667,270,54,"JAM07",16016,14.6
"Ямбол","Стралджа",2011,1780,5767,480.583333333333,270,56,"JAM22",12701,14
"Ямбол","Тунджа",2011,2863,6867,572.25,270,47,"JAM25",24003,11.9
"Ямбол","Ямбол",2011,22835,6384,532,270,51,"JAM26",73268,31.2
"Благоевград","Банско",2011,4848,5746,478.833333333333,270,56,"BLG01",13014,37.3
"Благоевград","Белица",2011,1022,4700,391.666666666667,270,69,"BLG02",9911,10.3
"Благоевград","Благоевград",2011,27050,7440,620,270,44,"BLG03",77169,35.1
"Благоевград","Гоце Делчев",2011,11223,5781,481.75,270,56,"BLG11",31050,36.1
"Благоевград","Гърмен",2011,1341,4970,414.166666666667,270,65,"BLG13",14908,9
"Благоевград","Кресна",2011,1266,4858,404.833333333333,270,67,"BLG28",5711,22.2
"Благоевград","Петрич",2011,14828,4905,408.75,270,66,"BLG33",53620,27.7
"Благоевград","Разлог",2011,5793,6655,554.583333333333,270,49,"BLG37",20535,28.2
"Благоевград","Сандански",2011,11363,5258,438.166666666667,270,62,"BLG40",40220,28.3
"Благоевград","Сатовча",2011,3139,4885,407.083333333333,270,66,"BLG42",15290,20.5
"Благоевград","Симитли",2011,1889,4882,406.833333333333,270,66,"BLG44",14242,13.3
"Благоевград","Струмяни",2011,989,4651,387.583333333333,270,70,"BLG49",5693,17.4
"Благоевград","Хаджидимово",2011,2146,4681,390.083333333333,270,69,"BLG52",9990,21.5
"Благоевград","Якоруда",2011,1189,4936,411.333333333333,270,66,"BLG53",10672,11.1
"Кюстендил","Бобов дол",2011,5111,8988,749,270,36,"KNL04",8930,57.2
"Кюстендил","Бобошево",2011,264,4665,388.75,270,69,"KNL05",2848,9.3
"Кюстендил","Дупница",2011,10111,6059,504.916666666667,270,53,"KNL48",44547,22.7
"Кюстендил","Кочериново",2011,649,4392,366,270,74,"KNL27",5109,12.7
"Кюстендил","Кюстендил",2011,13945,5653,471.083333333333,270,57,"KNL29",59913,23.3
"Кюстендил","Невестино",2011,352,5042,420.166666666667,270,64,"KNL31",2720,12.9
"Кюстендил","Рила",2011,763,4802,400.166666666667,270,67,"KNL38",2830,27
"Кюстендил","Сапарева баня",2011,970,4566,380.5,270,71,"KNL41",7449,13
"Кюстендил","Трекляно",2011,104,5645,470.416666666667,270,57,"KNL50",644,16.1
"Перник","Брезник",2011,909,5436,453,270,60,"PER08",6812,13.3
"Перник","Земен",2011,449,4892,407.666666666667,270,66,"PER19",2717,16.5
"Перник","Ковачевци",2011,205,4278,356.5,270,76,"PER22",1596,12.8
"Перник","Перник",2011,22519,6186,515.5,270,52,"PER32",96145,23.4
"Перник","Радомир",2011,3548,6184,515.333333333333,270,52,"PER36",20631,17.2
"Перник","Трън",2011,766,4464,372,270,73,"PER51",4086,18.7
"София","Антон",2011,158,5056,421.333333333333,270,64,"SFO54",1564,10.1
"София","Божурище",2011,1542,6778,564.833333333333,270,48,"SFO06",8490,18.2
"София","Ботевград",2011,9470,7436,619.666666666667,270,44,"SFO07",32952,28.7
"София","Годеч",2011,1405,7474,622.833333333333,270,43,"SFO09",5321,26.4
"София","Горна Малина",2011,608,5501,458.416666666667,270,59,"SFO10",6281,9.7
"София","Долна баня",2011,628,4779,398.25,270,68,"SFO59",4511,13.9
"София","Драгоман",2011,1275,6694,557.833333333333,270,48,"SFO16",5312,24
"София","Елин Пелин",2011,6956,9967,830.583333333333,270,33,"SFO17",22751,30.6
"София","Етрополе",2011,2761,5448,454,270,59,"SFO18",11942,23.1
"София","Златица",2011,873,5884,490.333333333333,270,55,"SFO47",5783,15.1
"София","Ихтиман",2011,2731,7081,590.083333333333,270,46,"SFO20",17732,15.4
"София","Копривщица",2011,415,5671,472.583333333333,270,57,"SFO24",2370,17.5
"София","Костенец",2011,2386,5501,458.416666666667,270,59,"SFO25",12602,18.9
"София","Костинброд",2011,5584,9503,791.916666666667,270,34,"SFO26",17665,31.6
"София","Мирково",2011,NA,NA,NA,270,NA,"SFO56",2486,NA
