"oblast","obshtina","godina","naeti","godzaplata","meszapl","mrz","mrzproc","obshtkod","nastrw","koefnaeti"
"Кърджали","Ардино",2015,1791,6219,518.25,360,69,"KRZ02",12377,14.5
"Кърджали","Джебел",2015,1584,7991,665.916666666667,360,54,"KRZ08",8205,19.3
"Кърджали","Кирково",2015,2549,6398,533.166666666667,360,68,"KRZ14",21258,12
"Кърджали","Крумовград",2015,2063,7217,601.416666666667,360,60,"KRZ15",17139,12
"Кърджали","Кърджали",2015,18538,8215,684.583333333333,360,53,"KRZ16",67619,27.4
"Кърджали","Момчилград",2015,2939,6765,563.75,360,64,"KRZ21",15690,18.7
"Кърджали","Черноочене",2015,1034,5869,489.083333333333,360,74,"KRZ35",9031,11.4
"Пазарджик","Батак",2015,1610,8357,696.416666666667,360,52,"PAZ03",5616,28.7
"Пазарджик","Белово",2015,1446,8010,667.5,360,54,"PAZ04",8187,17.7
"Пазарджик","Брацигово",2015,1135,5776,481.333333333333,360,75,"PAZ06",9037,12.6
"Пазарджик","Велинград",2015,7374,6844,570.333333333333,360,63,"PAZ08",34511,21.4
"Пазарджик","Лесичово",2015,675,5971,497.583333333333,360,72,"PAZ14",5456,12.4
"Пазарджик","Пазарджик",2015,27949,7616,634.666666666667,360,57,"PAZ19",110302,25.3
"Пазарджик","Панагюрище",2015,7622,12757,1063.08333333333,360,34,"PAZ20",23455,32.5
"Пазарджик","Пещера",2015,6111,7084,590.333333333333,360,61,"PAZ21",18338,33.3
"Пазарджик","Ракитово",2015,1788,6021,501.75,360,72,"PAZ24",14706,12.2
"Пазарджик","Септември",2015,3753,8206,683.833333333333,360,53,"PAZ29",24511,15.3
"Пазарджик","Стрелча",2015,657,6016,501.333333333333,360,72,"PAZ32",4691,14
"Пловдив","Асеновград",2015,11984,7059,588.25,360,61,"PDV01",62235,19.3
"Пловдив","Брезово",2015,929,9008,750.666666666667,360,48,"PDV07",6792,13.7
"Пловдив","Калояново",2015,1604,7712,642.666666666667,360,56,"PDV12",11234,14.3
"Пловдив","Карлово",2015,8057,7109,592.416666666667,360,61,"PDV13",50016,16.1
"Пловдив","Кричим",2015,1354,7460,621.666666666667,360,58,"PDV39",8135,16.6
"Пловдив","Куклен",2015,1147,8758,729.833333333333,360,49,"PDV42",6380,18
"Пловдив","Лъки",2015,1117,10424,868.666666666667,360,41,"PDV15",2681,41.7
"Пловдив","Марица",2015,11251,10182,848.5,360,42,"PDV17",31744,35.4
"Пловдив","Перущица",2015,984,6589,549.083333333333,360,66,"PDV40",4917,20
"Пловдив","Пловдив",2015,136975,9548,795.666666666667,360,45,"PDV22",341625,40.1
"Пловдив","Първомай",2015,5065,7180,598.333333333333,360,60,"PDV23",24576,20.6
"Пловдив","Раковски",2015,6916,9628,802.333333333333,360,45,"PDV25",25765,26.8
"Пловдив","Родопи",2015,4587,7231,602.583333333333,360,60,"PDV26",31154,14.7
"Пловдив","Садово",2015,2349,6986,582.166666666667,360,62,"PDV28",14940,15.7
"Пловдив","Сопот",2015,5492,8224,685.333333333333,360,53,"PDV43",9376,58.6
"Пловдив","Стамболийски",2015,2845,8223,685.25,360,53,"PDV41",20087,14.2
"Пловдив","Съединение",2015,3998,9055,754.583333333333,360,48,"PDV33",10060,39.7
"Пловдив","Хисаря",2015,2336,7679,639.916666666667,360,56,"PDV37",11566,20.2
"Смолян","Баните",2015,633,5907,492.25,360,73,"SML02",4356,14.5
"Смолян","Борино",2015,654,5958,496.5,360,73,"SML05",3299,19.8
"Смолян","Девин",2015,2766,9811,817.583333333333,360,44,"SML09",11655,23.7
"Смолян","Доспат",2015,2205,6285,523.75,360,69,"SML10",8385,26.3
"Смолян","Златоград",2015,3107,7089,590.75,360,61,"SML11",11249,27.6
"Смолян","Мадан",2015,3086,7605,633.75,360,57,"SML16",11450,27
"Смолян","Неделино",2015,856,5379,448.25,360,80,"SML18",6340,13.5
"Смолян","Рудозем",2015,2213,6985,582.083333333333,360,62,"SML27",9480,23.3
"Смолян","Смолян",2015,13129,7886,657.166666666667,360,55,"SML31",38272,34.3
"Смолян","Чепеларе",2015,2496,8558,713.166666666667,360,50,"SML38",7115,35.1
"Хасково","Димитровград",2015,12248,7843,653.583333333333,360,55,"HKV09",49846,24.6
"Хасково","Ивайловград",2015,995,6502,541.833333333333,360,66,"HKV11",6123,16.3
"Хасково","Любимец",2015,1144,6540,545,360,66,"HKV17",9589,11.9
"Хасково","Маджарово",2015,131,6721,560.083333333333,360,64,"HKV18",1744,7.5
"Хасково","Минерални бани",2015,751,5747,478.916666666667,360,75,"HKV19",6413,11.7
"Хасково","Свиленград",2015,5417,7341,611.75,360,59,"HKV28",22452,24.1
"Хасково","Симеоновград",2015,650,6842,570.166666666667,360,63,"HKV29",8088,8
"Хасково","Стамболово",2015,669,5833,486.083333333333,360,74,"HKV30",5821,11.5
"Хасково","Тополовград",2015,1167,6904,575.333333333333,360,63,"HKV32",10625,11
"Хасково","Харманли",2015,4322,6762,563.5,360,64,"HKV33",26340,16.4
"Хасково","Хасково",2015,24953,7560,630,360,57,"HKV34",89342,27.9
"Видин","Белоградчик",2016,1000,7327,610.583333333333,420,69,"VID01",5861,17.1
"Видин","Бойница",2016,185,6821,568.416666666667,420,74,"VID03",1077,17.2
"Видин","Брегово",2016,547,7673,639.416666666667,420,66,"VID06",4808,11.4
"Видин","Видин",2016,12067,7568,630.666666666667,420,67,"VID09",55790,21.6
"Видин","Грамада",2016,351,6977,581.416666666667,420,72,"VID15",1916,18.3
"Видин","Димово",2016,601,6837,569.75,420,74,"VID16",5845,10.3
"Видин","Кула",2016,708,8561,713.416666666667,420,59,"VID22",3867,18.3
"Видин","Макреш",2016,143,6522,543.5,420,77,"VID25",1389,10.3
"Видин","Ново село",2016,258,7235,602.916666666667,420,70,"VID30",2691,9.6
"Видин","Ружинци",2016,311,6814,567.833333333333,420,74,"VID33",3766,8.3
"Видин","Чупрене",2016,303,7474,622.833333333333,420,67,"VID37",1857,16.3
"Враца","Борован",2016,441,6923,576.916666666667,420,73,"VRC05",5376,8.2
"Враца","Бяла Слатина",2016,3231,7888,657.333333333333,420,64,"VRC08",22470,14.4
"Враца","Враца",2016,17453,8450,704.166666666667,420,60,"VRC10",65905,26.5
"Враца","Козлодуй",2016,7628,21359,1779.91666666667,420,24,"VRC20",19738,38.6
"Враца","Криводол",2016,786,9059,754.916666666667,420,56,"VRC21",8977,8.8
"Враца","Мездра",2016,3183,7689,640.75,420,66,"VRC27",19427,16.4
"Враца","Мизия",2016,782,7581,631.75,420,66,"VRC28",6520,12
"Враца","Оряхово",2016,1333,8135,677.916666666667,420,62,"VRC31",10065,13.2
"Враца","Роман",2016,783,7347,612.25,420,69,"VRC32",5772,13.6
"Враца","Хайредин",2016,469,7458,621.5,420,68,"VRC35",4477,10.5
"Ловеч","Априлци",2016,702,7569,630.75,420,67,"LOV02",2910,24.1
"Ловеч","Летница",2016,1254,13211,1100.91666666667,420,38,"LOV17",3460,36.2
"Ловеч","Ловеч",2016,13190,8874,739.5,420,57,"LOV18",44994,29.3
"Ловеч","Луковит",2016,2826,8314,692.833333333333,420,61,"LOV19",16752,16.9
"Ловеч","Тетевен",2016,3122,7033,586.083333333333,420,72,"LOV33",19727,15.8
"Ловеч","Троян",2016,10044,8257,688.083333333333,420,61,"LOV34",29643,33.9
"Ловеч","Угърчин",2016,846,7123,593.583333333333,420,71,"LOV36",5834,14.5
"Ловеч","Ябланица",2016,1165,10141,845.083333333333,420,50,"LOV38",5902,19.7
"Монтана","Берковица",2016,3186,8237,686.416666666667,420,61,"MON02",16951,18.8
"Монтана","Бойчиновци",2016,851,7643,636.916666666667,420,66,"MON04",8475,10
"Монтана","Брусарци",2016,351,7259,604.916666666667,420,69,"MON07",4531,7.7
"Монтана","Вълчедръм",2016,845,9823,818.583333333333,420,51,"MON11",8834,9.6
"Монтана","Вършец",2016,1207,7955,662.916666666667,420,63,"MON12",7486,16.1
"Монтана","Георги Дамяново",2016,380,7210,600.833333333333,420,70,"MON14",2372,16
"Монтана","Лом",2016,5330,8129,677.416666666667,420,62,"MON24",25568,20.8
"Монтана","Медковец",2016,398,7078,589.833333333333,420,71,"MON26",3731,10.7
"Монтана","Монтана",2016,14554,9096,758,420,55,"MON29",49267,29.5
"Монтана","Чипровци",2016,567,7582,631.833333333333,420,66,"MON36",3353,16.9
"Монтана","Якимово",2016,452,8288,690.666666666667,420,61,"MON38",4101,11
"Плевен","Белене",2016,1344,7623,635.25,420,66,"PVN03",8983,15
"Плевен","Гулянци",2016,989,7184,598.666666666667,420,70,"PVN08",10875,9.1
"Плевен","Долна Митрополия",2016,2113,7924,660.333333333333,420,64,"PVN10",18511,11.4
"Плевен","Долни Дъбник",2016,1791,8460,705,420,60,"PVN11",11002,16.3
"Плевен","Искър",2016,780,6730,560.833333333333,420,75,"PVN23",6287,12.4
"Плевен","Кнежа",2016,2366,8840,736.666666666667,420,57,"PVN39",12613,18.8
"Плевен","Левски",2016,2938,7906,658.833333333333,420,64,"PVN16",18149,16.2
"Плевен","Никопол",2016,1154,8018,668.166666666667,420,63,"PVN21",8332,13.9
"Плевен","Плевен",2016,40649,8879,739.916666666667,420,57,"PVN24",122181,33.3
"Плевен","Пордим",2016,881,8054,671.166666666667,420,63,"PVN27",5763,15.3
"Плевен","Червен бряг",2016,3753,8329,694.083333333333,420,61,"PVN37",25442,14.8
"Велико Търново","Велико Търново",2016,31221,9412,784.333333333333,420,54,"VTR04",87181,35.8
"Велико Търново","Горна Оряховица",2016,11603,8989,749.083333333333,420,56,"VTR06",43123,26.9
"Велико Търново","Елена",2016,1680,7204,600.333333333333,420,70,"VTR13",8798,19.1
"Велико Търново","Златарица",2016,452,6658,554.833333333333,420,76,"VTR14",3799,11.9
"Велико Търново","Лясковец",2016,5266,9077,756.416666666667,420,56,"VTR20",12419,42.4
"Велико Търново","Павликени",2016,4332,8120,676.666666666667,420,62,"VTR22",21744,19.9
"Велико Търново","Полски Тръмбеш",2016,1515,7324,610.333333333333,420,69,"VTR26",13054,11.6
"Велико Търново","Свищов",2016,8247,8544,712,420,59,"VTR28",37761,21.8
"Велико Търново","Стражица",2016,2411,7859,654.916666666667,420,64,"VTR31",12006,20.1
"Велико Търново","Сухиндол",2016,383,7580,631.666666666667,420,66,"VTR32",2374,16.1
"Габрово","Габрово",2016,19397,8862,738.5,420,57,"GAB05",59663,32.5
"Габрово","Дряново",2016,2429,9813,817.75,420,51,"GAB12",8975,27.1
"Габрово","Севлиево",2016,13940,10840,903.333333333333,420,46,"GAB29",33099,42.1
"Габрово","Трявна",2016,3284,7329,610.75,420,69,"GAB35",10597,31
"Разград","Завет",2016,1280,7641,636.75,420,66,"RAZ11",9723,13.2
"Разград","Исперих",2016,4587,8300,691.666666666667,420,61,"RAZ14",20900,21.9
"Разград","Кубрат",2016,2290,7588,632.333333333333,420,66,"RAZ16",16643,13.8
"Разград","Лозница",2016,1044,7172,597.666666666667,420,70,"RAZ17",8576,12.2
"Разград","Разград",2016,15433,10923,910.25,420,46,"RAZ26",47590,32.4
"Разград","Самуил",2016,969,8754,729.5,420,58,"RAZ29",6474,15
"Разград","Цар Калоян",2016,640,7282,606.833333333333,420,69,"RAZ36",5496,11.6
"Русе","Борово",2016,757,8079,673.25,420,62,"RSE03",5440,13.9
"Русе","Бяла",2016,2944,8610,717.5,420,59,"RSE04",12319,23.9
"Русе","Ветово",2016,2236,10159,846.583333333333,420,50,"RSE05",11620,19.2
"Русе","Две могили",2016,1266,7921,660.083333333333,420,64,"RSE08",8494,14.9
"Русе","Иваново",2016,1056,8402,700.166666666667,420,60,"RSE13",8519,12.4
"Русе","Русе",2016,58777,9348,779,420,54,"RSE27",161838,36.3
"Русе","Сливо поле",2016,1765,10131,844.25,420,50,"RSE33",10085,17.5
"Русе","Ценово",2016,605,6931,577.583333333333,420,73,"RSE37",5174,11.7
"Силистра","Алфатар",2016,486,7113,592.75,420,71,"SLS01",2704,18
"Силистра","Главиница",2016,970,8069,672.416666666667,420,62,"SLS07",10243,9.5
"Силистра","Дулово",2016,3342,7089,590.75,420,71,"SLS10",27643,12.1
"Силистра","Кайнарджа",2016,534,7739,644.916666666667,420,65,"SLS15",5115,10.4
"Силистра","Силистра",2016,12541,8319,693.25,420,61,"SLS31",47130,26.6
"Силистра","Ситово",2016,912,6947,578.916666666667,420,73,"SLS32",5110,17.8
"Силистра","Тутракан",2016,2368,7915,659.583333333333,420,64,"SLS34",14012,16.9
"Варна","Аврен",2016,1569,8693,724.416666666667,420,58,"VAR01",9547,16.4
"Варна","Аксаково",2016,3972,9715,809.583333333333,420,52,"VAR02",20968,18.9
"Варна","Белослав",2016,2347,11816,984.666666666667,420,43,"VAR04",10632,22.1
"Варна","Бяла",2016,836,8274,689.5,420,61,"VAR05",3312,25.2
"Варна","Варна",2016,126576,10737,894.75,420,47,"VAR06",343991,36.8
"Варна","Ветрино",2016,829,7668,639,420,66,"VAR08",4951,16.7
"Варна","Вълчи дол",2016,1349,9195,766.25,420,55,"VAR09",9597,14.1
"Варна","Девня",2016,5592,16483,1373.58333333333,420,31,"VAR14",8697,64.3
"Варна","Долни чифлик",2016,1847,8198,683.166666666667,420,61,"VAR13",18762,9.8
"Варна","Дългопол",2016,1493,7759,646.583333333333,420,65,"VAR16",13578,11
"Варна","Провадия",2016,3223,8556,713,420,59,"VAR24",21222,15.2
"Варна","Суворово",2016,1065,11339,944.916666666667,420,44,"VAR26",7397,14.4
"Добрич","Балчик",2016,6862,9563,796.916666666667,420,53,"DOB03",19875,34.5
"Добрич","Генерал Тошево",2016,2619,8307,692.25,420,61,"DOB12",13595,19.3
"Добрич","Добрич-селска",2016,3089,9698,808.166666666667,420,52,"DOB15",20882,14.8
"Добрич","Добрич",2016,20757,8318,693.166666666667,420,61,"DOB28",85402,24.3
"Добрич","Каварна",2016,3369,9333,777.75,420,54,"DOB17",14394,23.4
"Добрич","Крушари",2016,404,8473,706.083333333333,420,59,"DOB20",4126,9.8
"Добрич","Тервел",2016,2813,8070,672.5,420,62,"DOB27",15554,18.1
"Добрич","Шабла",2016,859,8565,713.75,420,59,"DOB29",4610,18.6
"Търговище","Антоново",2016,476,6935,577.916666666667,420,73,"TGV02",5736,8.3
"Търговище","Омуртаг",2016,2533,7200,600,420,70,"TGV22",21150,12
"Търговище","Опака",2016,730,7401,616.75,420,68,"TGV23",6185,11.8
"Търговище","Попово",2016,5904,9588,799,420,53,"TGV24",26195,22.5
"Търговище","Търговище",2016,19165,9113,759.416666666667,420,55,"TGV35",54428,35.2
"Шумен","Велики Преслав",2016,2207,7600,633.333333333333,420,66,"SHU23",12575,17.6
"Шумен","Венец",2016,701,7372,614.333333333333,420,68,"SHU07",7084,9.9
"Шумен","Върбица",2016,1008,6690,557.5,420,75,"SHU10",10382,9.7
"Шумен","Каолиново",2016,1017,6786,565.5,420,74,"SHU18",12551,8.1
"Шумен","Каспичан",2016,2278,9723,810.25,420,52,"SHU19",7550,30.2
"Шумен","Никола Козлево",2016,584,8153,679.416666666667,420,62,"SHU21",6135,9.5
"Шумен","Нови пазар",2016,3055,8190,682.5,420,62,"SHU22",16405,18.6
"Шумен","Смядово",2016,590,7162,596.833333333333,420,70,"SHU25",6186,9.5
"Шумен","Хитрино",2016,670,7910,659.166666666667,420,64,"SHU11",6516,10.3
"Шумен","Шумен",2016,30021,9436,786.333333333333,420,53,"SHU30",89092,33.7
"Бургас","Айтос",2016,3376,7512,626,420,67,"BGS01",28242,12
"Бургас","Бургас",2016,72715,10599,883.25,420,48,"BGS04",209331,34.7
"Бургас","Камено",2016,1551,9804,817,420,51,"BGS08",10071,15.4
"Бургас","Карнобат",2016,9091,8598,716.5,420,59,"BGS09",23830,38.1
"Бургас","Малко Търново",2016,602,7869,655.75,420,64,"BGS12",3460,17.4
"Бургас","Несебър",2016,16250,7807,650.583333333333,420,65,"BGS15",27273,59.6
"Бургас","Поморие",2016,5085,8128,677.333333333333,420,62,"BGS17",27399,18.6
"Бургас","Приморско",2016,2276,6953,579.416666666667,420,72,"BGS27",6234,36.5
"Бургас","Руен",2016,3510,7277,606.416666666667,420,69,"BGS18",28170,12.5
"Бургас","Созопол",2016,3228,7897,658.083333333333,420,64,"BGS21",12738,25.3
"Бургас","Средец",2016,2245,10060,838.333333333333,420,50,"BGS06",14842,15.1
"Бургас","Сунгурларе",2016,1298,7549,629.083333333333,420,67,"BGS23",11759,11
"Бургас","Царево",2016,2041,7033,586.083333333333,420,72,"BGS13",9335,21.9
"Сливен","Котел",2016,1679,7980,665,420,63,"SLV11",18405,9.1
"Сливен","Нова Загора",2016,6211,8108,675.666666666667,420,62,"SLV16",37133,16.7
"Сливен","Сливен",2016,28042,8558,713.166666666667,420,59,"SLV20",120635,23.2
"Сливен","Твърдица",2016,1404,8045,670.416666666667,420,63,"SLV24",13615,10.3
"Стара Загора","Братя Даскалови",2016,1249,7764,647,420,65,"SZR04",8261,15.1
"Стара Загора","Гурково",2016,1096,9329,777.416666666667,420,54,"SZR37",5003,21.9
"Стара Загора","Гълъбово",2016,6454,18307,1525.58333333333,420,28,"SZR07",12109,53.3
"Стара Загора","Казанлък",2016,25910,10255,854.583333333333,420,49,"SZR12",69086,37.5
"Стара Загора","Мъглиж",2016,1211,8631,719.25,420,58,"SZR22",9845,12.3
"Стара Загора","Николаево",2016,350,8034,669.5,420,63,"SZR38",4478,7.8
"Стара Загора","Опан",2016,382,7420,618.333333333333,420,68,"SZR23",2621,14.6
"Стара Загора","Павел баня",2016,2454,9133,761.083333333333,420,55,"SZR24",13415,18.3
"Стара Загора","Раднево",2016,11725,19283,1606.91666666667,420,26,"SZR27",18475,63.5
"Стара Загора","Стара Загора",2016,50245,9442,786.833333333333,420,53,"SZR31",158262,31.7
"Стара Загора","Чирпан",2016,3335,9142,761.833333333333,420,55,"SZR36",19822,16.8
"Ямбол","Болярово",2016,575,6938,578.166666666667,420,73,"JAM03",3709,15.5
"Ямбол","Елхово",2016,2457,8339,694.916666666667,420,60,"JAM07",14724,16.7
"Ямбол","Стралджа",2016,1496,8338,694.833333333333,420,60,"JAM22",12014,12.5
"Ямбол","Тунджа",2016,3505,9385,782.083333333333,420,54,"JAM25",22287,15.7
"Ямбол","Ямбол",2016,25073,8602,716.833333333333,420,59,"JAM26",69542,36.1
"Благоевград","Банско",2016,5009,7602,633.5,420,66,"BLG01",12774,39.2
"Благоевград","Белица",2016,1109,6954,579.5,420,72,"BLG02",9541,11.6
"Благоевград","Благоевград",2016,26747,8993,749.416666666667,420,56,"BLG03",75862,35.3
"Благоевград","Гоце Делчев",2016,12099,7500,625,420,67,"BLG11",30197,40.1
"Благоевград","Гърмен",2016,2101,6461,538.416666666667,420,78,"BLG13",14847,14.2
"Благоевград","Кресна",2016,1066,7012,584.333333333333,420,72,"BLG28",5389,19.8
"Благоевград","Петрич",2016,16383,6816,568,420,74,"BLG33",50890,32.2
"Благоевград","Разлог",2016,5260,7323,610.25,420,69,"BLG37",19697,26.7
"Благоевград","Сандански",2016,10211,7154,596.166666666667,420,70,"BLG40",38153,26.8
"Благоевград","Сатовча",2016,3219,6658,554.833333333333,420,76,"BLG42",14498,22.2
"Благоевград","Симитли",2016,2214,6680,556.666666666667,420,75,"BLG44",13642,16.2
"Благоевград","Струмяни",2016,876,6475,539.583333333333,420,78,"BLG49",5316,16.5
"Благоевград","Хаджидимово",2016,1964,7052,587.666666666667,420,71,"BLG52",9405,20.9
"Благоевград","Якоруда",2016,1097,6458,538.166666666667,420,78,"BLG53",10110,10.9
"Кюстендил","Бобов дол",2016,4228,9611,800.916666666667,420,52,"KNL04",7952,53.2
"Кюстендил","Бобошево",2016,278,6585,548.75,420,77,"KNL05",2802,9.9
"Кюстендил","Дупница",2016,9866,8452,704.333333333333,420,60,"KNL48",40789,24.2
"Кюстендил","Кочериново",2016,566,5886,490.5,420,86,"KNL27",4694,12.1
"Кюстендил","Кюстендил",2016,13086,7323,610.25,420,69,"KNL29",54645,23.9
"Кюстендил","Невестино",2016,346,7297,608.083333333333,420,69,"KNL31",2180,15.9
"Кюстендил","Рила",2016,663,7486,623.833333333333,420,67,"KNL38",2610,25.4
"Кюстендил","Сапарева баня",2016,1119,6175,514.583333333333,420,82,"KNL41",6924,16.2
"Кюстендил","Трекляно",2016,89,7517,626.416666666667,420,67,"KNL50",835,10.7
"Перник","Брезник",2016,965,7042,586.833333333333,420,72,"PER08",6391,15.1
"Перник","Земен",2016,336,7647,637.25,420,66,"PER19",2520,13.3
"Перник","Ковачевци",2016,194,5981,498.416666666667,420,84,"PER22",1714,11.3
"Перник","Перник",2016,21377,8491,707.583333333333,420,59,"PER32",90195,23.7
"Перник","Радомир",2016,3781,8852,737.666666666667,420,57,"PER36",18939,20
"Перник","Трън",2016,495,7755,646.25,420,65,"PER51",4011,12.3
"София","Антон",2016,161,7030,585.833333333333,420,72,"SFO54",1465,11
"София","Божурище",2016,2282,12820,1068.33333333333,420,39,"SFO06",8373,27.3
"София","Ботевград",2016,12000,11224,935.333333333333,420,45,"SFO07",31514,38.1
"София","Годеч",2016,1360,10715,892.916666666667,420,47,"SFO09",4885,27.8
"София","Горна Малина",2016,618,8416,701.333333333333,420,60,"SFO10",6686,9.2
"София","Долна баня",2016,719,9182,765.166666666667,420,55,"SFO59",4531,15.9
"София","Драгоман",2016,1029,9081,756.75,420,56,"SFO16",4916,20.9
"София","Елин Пелин",2016,8051,13578,1131.5,420,37,"SFO17",22129,36.4
"София","Етрополе",2016,2434,7630,635.833333333333,420,66,"SFO18",11479,21.2
"София","Златица",2016,823,7281,606.75,420,69,"SFO47",5370,15.3
"София","Ихтиман",2016,2697,9068,755.666666666667,420,56,"SFO20",17147,15.7
"София","Копривщица",2016,387,7053,587.75,420,71,"SFO24",2135,18.1
"София","Костенец",2016,2363,7419,618.25,420,68,"SFO25",11656,20.3
"София","Костинброд",2016,5859,12977,1081.41666666667,420,39,"SFO26",16974,34.5
"София","Мирково",2016,NA,NA,NA,420,NA,"SFO56",2381,NA
"София","Пирдоп",2016,2973,17486,1457.16666666667,420,29,"SFO55",7658,38.8
"София","Правец",2016,1511,8675,722.916666666667,420,58,"SFO34",7274,20.8
"София","Самоков",2016,8018,7668,639,420,66,"SFO39",35871,22.4
"София","Своге",2016,2717,8373,697.75,420,60,"SFO43",20008,13.6
"София","Сливница",2016,1457,8870,739.166666666667,420,57,"SFO45",8999,16.2
"София","Чавдар",2016,NA,8032,669.333333333333,420,63,"SFO57",1178,NA
"София","Челопеч",2016,1187,25043,2086.91666666667,420,20,"SFO58",1556,76.3
"София (столица)","Столична",2016,723290,15658,1304.83333333333,420,32,"SOF46",1323637,54.6
"Кърджали","Ардино",2016,1745,6699,558.25,420,75,"KRZ02",12424,14
"Кърджали","Джебел",2016,1594,8304,692,420,61,"KRZ08",8226,19.4
"Кърджали","Кирково",2016,2629,6867,572.25,420,73,"KRZ14",21129,12.4
"Кърджали","Крумовград",2016,2023,7986,665.5,420,63,"KRZ15",16937,11.9
"Кърджали","Кърджали",2016,18562,8950,745.833333333333,420,56,"KRZ16",67667,27.4
"Кърджали","Момчилград",2016,3050,7562,630.166666666667,420,67,"KRZ21",15553,19.6
"Кърджали","Черноочене",2016,996,6709,559.083333333333,420,75,"KRZ35",8901,11.2
"Пазарджик","Батак",2016,1552,9038,753.166666666667,420,56,"PAZ03",5550,28
"Пазарджик","Белово",2016,1434,8599,716.583333333333,420,59,"PAZ04",7994,17.9
"Пазарджик","Брацигово",2016,1067,6313,526.083333333333,420,80,"PAZ06",8827,12.1
"Пазарджик","Велинград",2016,7439,7328,610.666666666667,420,69,"PAZ08",34281,21.7
"Пазарджик","Лесичово",2016,757,6541,545.083333333333,420,77,"PAZ14",5311,14.3
"Пазарджик","Пазарджик",2016,27801,8207,683.916666666667,420,61,"PAZ19",109413,25.4
"Пазарджик","Панагюрище",2016,8104,14059,1171.58333333333,420,36,"PAZ20",23110,35.1
"Пазарджик","Пещера",2016,6252,7990,665.833333333333,420,63,"PAZ21",18136,34.5
"Пазарджик","Ракитово",2016,1846,6401,533.416666666667,420,79,"PAZ24",14626,12.6
"Пазарджик","Септември",2016,3853,8646,720.5,420,58,"PAZ29",24206,15.9
"Пазарджик","Стрелча",2016,683,6499,541.583333333333,420,78,"PAZ32",4593,14.9
"Пловдив","Асеновград",2016,11920,7749,645.75,420,65,"PDV01",61751,19.3
"Пловдив","Брезово",2016,952,9564,797,420,53,"PDV07",6689,14.2
"Пловдив","Калояново",2016,1592,9088,757.333333333333,420,55,"PDV12",10994,14.5
"Пловдив","Карлово",2016,8240,7862,655.166666666667,420,64,"PDV13",49338,16.7
"Пловдив","Кричим",2016,1330,7867,655.583333333333,420,64,"PDV39",8077,16.5
"Пловдив","Куклен",2016,1198,9048,754,420,56,"PDV42",6327,18.9
"Пловдив","Лъки",2016,1047,12136,1011.33333333333,420,42,"PDV15",2638,39.7
"Пловдив","Марица",2016,12085,11439,953.25,420,44,"PDV17",31471,38.4
"Пловдив","Перущица",2016,980,7438,619.833333333333,420,68,"PDV40",4851,20.2
"Пловдив","Пловдив",2016,139441,10349,862.416666666667,420,49,"PDV22",343424,40.6
"Пловдив","Първомай",2016,5248,7906,658.833333333333,420,64,"PDV23",24197,21.7
"Пловдив","Раковски",2016,7128,9784,815.333333333333,420,52,"PDV25",25647,27.8
"Пловдив","Родопи",2016,5471,7788,649,420,65,"PDV26",30881,17.7
"Пловдив","Садово",2016,2351,7814,651.166666666667,420,64,"PDV28",14773,15.9
"Пловдив","Сопот",2016,6339,10686,890.5,420,47,"PDV43",9302,68.1
"Пловдив","Стамболийски",2016,2835,9096,758,420,55,"PDV41",19967,14.2
"Пловдив","Съединение",2016,4281,9277,773.083333333333,420,54,"PDV33",9902,43.2
"Пловдив","Хисаря",2016,2461,8482,706.833333333333,420,59,"PDV37",11344,21.7
"Смолян","Баните",2016,602,6447,537.25,420,78,"SML02",4181,14.4
"Смолян","Борино",2016,660,6256,521.333333333333,420,81,"SML05",3252,20.3
"Смолян","Девин",2016,2878,10717,893.083333333333,420,47,"SML09",11421,25.2
"Смолян","Доспат",2016,2196,6773,564.416666666667,420,74,"SML10",8217,26.7
"Смолян","Златоград",2016,3113,8120,676.666666666667,420,62,"SML11",11085,28.1
"Смолян","Мадан",2016,3033,8384,698.666666666667,420,60,"SML16",11274,26.9
"Смолян","Неделино",2016,841,5940,495,420,85,"SML18",6154,13.7
"Смолян","Рудозем",2016,2368,7635,636.25,420,66,"SML27",9307,25.4
"Смолян","Смолян",2016,13063,8844,737,420,57,"SML31",37607,34.7
"Смолян","Чепеларе",2016,2478,9085,757.083333333333,420,55,"SML38",6927,35.8
"Хасково","Димитровград",2016,11910,8587,715.583333333333,420,59,"HKV09",49061,24.3
"Хасково","Ивайловград",2016,1035,6980,581.666666666667,420,72,"HKV11",6012,17.2
"Хасково","Любимец",2016,1171,7092,591,420,71,"HKV17",9448,12.4
"Хасково","Маджарово",2016,186,7713,642.75,420,65,"HKV18",1725,10.8
"Хасково","Минерални бани",2016,694,6256,521.333333333333,420,81,"HKV19",6292,11
"Хасково","Свиленград",2016,5427,7858,654.833333333333,420,64,"HKV28",22234,24.4
"Хасково","Симеоновград",2016,655,7240,603.333333333333,420,70,"HKV29",8003,8.2
"Хасково","Стамболово",2016,588,7121,593.416666666667,420,71,"HKV30",5805,10.1
"Хасково","Тополовград",2016,1213,7486,623.833333333333,420,67,"HKV32",10357,11.7
"Хасково","Харманли",2016,4409,7277,606.416666666667,420,69,"HKV33",26007,17
"Хасково","Хасково",2016,24553,8003,666.916666666667,420,63,"HKV34",88471,27.8
"Видин","Белоградчик",2017,969,7840,653.333333333333,460,70,"VID01",5726,16.9
"Видин","Бойница",2017,189,7365,613.75,460,75,"VID03",996,19
